
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","1025.3","1018.9","1015.7","1007.8","1011.6","1007.3","1005.5","997.8","1009.9","1009.7","1020.3","1023.5"
"02","1024.3","1022.6","1022.2","1010.1","1014.9","1007.7","1006.8","997.7","1008.8","1012.4","1019.2","1021.3"
"03","1022.8","1023.3","1021.4","1012.1","1014.3","1005.8","1007.1","998.4","1007.6","1013.9","1017.7","1022.8"
"04","1020.4","1022.6","1019.0","1017.6","1011.3","1004.1","1008.5","999.9","1009.0","1014.1","1016.1","1023.9"
"05","1021.1","1018.9","1017.7","1020.4","1015.8","1004.0","1007.8","998.7","1009.6","1013.3","1012.0","1021.2"
"06","1020.8","1017.9","1017.8","1019.4","1015.5","1006.7","1006.4","997.6","1010.8","1010.6","1010.6","1019.9"
"07","1023.7","1018.1","1020.5","1017.6","1012.1","1009.9","1011.4","997.6","1010.2","1008.8","1012.5","1023.4"
"08","1026.7","1021.7","1021.4","1015.6","1009.8","1009.9","1011.2","1004.0","1009.3","1009.7","1017.9","1023.9"
"09","1026.6","1022.3","1021.1","1019.6","1009.5","1008.7","1010.0","1006.6","1009.6","1011.3","1020.5","1021.9"
"10","1024.7","1015.0","1022.8","1020.4","1008.6","1006.8","1010.9","1007.4","1008.1","1009.8","1019.2","1021.3"
"11","1024.4","1010.5","1019.5","1018.1","1007.9","1007.7","1011.9","1009.0","1002.4","1006.0","1018.9","1021.0"
"12","1023.3","1014.4","1020.5","1015.5","1008.5","1009.8","1010.9","1008.7","995.7","1005.1","1020.7","1022.1"
"13","1019.9","1016.3","1020.6","1015.1","1009.2","1009.2","1009.4","1006.4","1004.6","1009.3","1019.5","1022.9"
"14","1017.8","1014.0","1017.9","1016.5","1009.9","1005.0","1009.2","1007.1","1010.0","1011.3","1019.4","1019.2"
"15","1016.1","1016.5","1014.5","1014.6","1009.4","1002.4","1009.1","1010.7","1010.4","1011.6","1018.1","1016.3"
"16","1019.4","1016.0","1014.0","1014.7","1008.8","1003.1","1008.8","1012.1","1009.1","1015.0","1017.3","1016.4"
"17","1026.3","1022.6","1014.4","1017.9","1009.8","1004.7","1006.0","1010.0","1010.3","1021.3","1016.4","1022.6"
"18","1024.2","1027.8","1013.8","1019.0","1010.0","1003.2","1004.7","1008.7","1011.9","1019.0","1013.5","1025.9"
"19","1022.1","1024.0","1012.3","1015.4","1008.6","1001.5","1004.7","1009.0","1011.0","1018.6","1012.2","1024.5"
"20","1019.2","1019.9","1011.9","1014.2","1008.4","1000.8","1004.9","1009.6","1010.1","1016.4","1013.7","1019.6"
"21","1015.2","1017.8","1020.0","1012.6","1008.1","1001.5","1002.2","1008.5","1009.2","1015.5","1013.1","1014.9"
"22","1012.2","1016.3","1025.7","1007.9","1007.5","1004.5","996.5","1007.2","1011.7","1020.2","1018.3","1017.1"
"23","1013.8","1016.7","1021.2","1008.4","1008.4","1007.4","993.0","1007.1","1014.1","1021.4","1022.2","1016.2"
"24","1019.6","1014.2","1017.1","1011.4","1010.3","1007.0","992.0","1008.1","1015.2","1018.8","1021.1","1016.7"
"25","1018.6","1010.4","1019.1","1013.7","1011.4","1006.6","993.9","1009.8","1014.1","1017.5","1018.7","1025.0"
"26","1017.2","1010.7","1015.6","1015.0","1008.4","1006.4","995.3","1011.9","1012.6","1017.0","1020.6","1029.6"
"27","1018.5","1015.4","1011.4","1015.1","1007.6","1004.7","995.4","1011.6","1010.7","1018.3","1023.0","1029.2"
"28","1022.0","1017.0","1008.7","1015.3","1007.7","1002.8","997.3","1011.2","1009.3","1019.4","1020.2","1024.6"
"29","1025.7","--","1008.1","1013.5","1006.9","1003.4","1000.4","1011.3","1007.4","1019.4","1016.4","1023.5"
"30","1023.7","--","1006.9","1011.5","1004.6","1004.8","1001.3","1011.8","1008.0","1019.8","1017.6","1026.9"
"31","1021.5","--","1007.8","--","1006.4","--","1000.4","1011.1","--","1019.7","--","1027.2"
"平均","1021.2","1017.9","1016.8","1014.9","1009.7","1005.6","1004.3","1006.7","1009.4","1014.7","1017.6","1022.1"
