
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","18.5","15.5","13.0","5.8","13.3","30.0","22.5","17.5","30.0","13.3","17.5","12.0"
"02","14.3","10.8","6.3","5.0","18.8","25.0","20.0","13.8","22.5","16.5","10.3","15.0"
"03","13.5","27.5","9.5","3.8","21.3","17.0","15.0","11.5","16.0","30.0","10.3","30.0"
"04","3.5","14.5","5.0","8.0","16.5","8.8","15.0","15.3","30.0","30.0","14.3","22.5"
"05","6.5","28.8","18.5","22.5","7.5","6.8","28.8","13.8","30.0","17.3","23.0","9.8"
"06","9.0","8.0","12.3","19.0","8.5","8.0","25.5","10.5","30.0","25.8","12.3","12.3"
"07","4.5","23.0","3.6","18.5","16.8","15.0","26.3","8.5","25.0","30.0","28.8","18.3"
"08","8.3","11.0","3.5","10.1","11.3","17.5","19.3","30.0","21.3","25.0","8.5","19.0"
"09","16.0","15.5","7.5","8.5","13.3","22.3","19.3","17.5","27.5","14.0","17.0","12.0"
"10","28.8","10.3","10.5","3.5","26.3","28.8","17.3","13.5","30.0","25.0","19.5","15.0"
"11","5.0","10.0","27.5","14.8","12.8","26.3","24.5","15.5","20.0","6.8","25.0","16.8"
"12","11.5","14.3","7.5","12.5","27.5","19.5","20.8","13.0","7.0","8.8","15.8","7.0"
"13","16.0","20.8","25.0","9.3","20.0","18.8","17.3","17.5","27.5","18.3","12.0","6.0"
"14","28.8","10.0","12.0","2.4","12.0","23.8","28.8","21.3","22.5","18.0","15.0","13.5"
"15","17.8","20.0","20.0","3.5","12.0","26.3","30.0","19.3","17.8","30.0","20.0","30.0"
"16","12.5","13.5","5.8","17.5","19.5","30.0","30.0","30.0","26.3","22.5","18.8","7.3"
"17","12.0","10.8","5.0","18.0","20.0","26.3","30.0","20.0","18.0","11.5","15.5","9.8"
"18","15.0","13.5","3.3","13.5","17.5","30.0","25.0","12.5","30.0","18.0","9.5","20.0"
"19","15.0","33.8","9.0","16.0","11.0","23.8","23.8","13.8","30.0","23.8","13.0","25.0"
"20","23.3","15.0","5.6","20.0","13.5","27.5","19.0","16.0","30.0","9.0","13.3","21.3"
"21","14.5","13.3","3.8","16.3","17.0","23.8","10.5","16.0","15.8","8.8","28.8","5.3"
"22","6.3","25.5","7.0","18.3","13.5","10.3","8.8","26.3","30.0","4.3","5.8","5.0"
"23","15.8","20.5","25.0","19.3","11.8","7.8","8.8","17.3","30.0","7.0","8.8","6.0"
"24","12.0","17.3","11.8","11.8","9.3","18.8","9.8","25.0","22.5","3.3","14.5","9.0"
"25","12.5","19.3","13.0","14.3","19.3","23.8","18.0","28.8","16.5","4.5","14.0","8.3"
"26","15.0","5.3","9.8","14.5","12.5","22.5","20.0","23.5","13.0","12.0","4.8","5.5"
"27","13.0","5.0","10.8","16.8","21.3","23.8","19.0","30.0","21.5","25.0","5.5","6.8"
"28","7.0","12.0","10.0","6.5","14.3","15.0","15.0","30.0","21.3","22.5","12.0","9.5"
"29","12.3","--","1.9","10.3","16.0","23.8","13.5","30.0","20.0","17.5","25.0","13.0"
"30","16.0","--","5.6","18.0","11.3","25.0","14.5","30.0","28.8","16.0","13.0","12.0"
"31","25.0","--","6.4","--","6.3","--","11.8","30.0","--","12.0","--","17.0"
"平均","13.8","15.9","10.2","12.6","15.2","20.9","19.6","19.9","23.7","17.0","15.1","13.5"
