
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","2.7 / 60","5.4 / 10","2.0 / 70","1.6 / 100","1.9 / 200","3.2 / 30","3.5 / 360","2.8 / 230","2.1 / 210","3.0 / 60","4.9 / 50","2.0 / 30"
"02","2.1 / 70","4.9 / 10","1.6 / 30","1.7 / 200","2.7 / 30","2.4 / 40","3.8 / 220","2.1 / 250","2.3 / 220","4.3 / 40","4.3 / 50","2.4 / 120"
"03","2.4 / 70","7.0 / 10","2.0 / 230","1.8 / 360","4.1 / 20","1.6 / 30","4.7 / 230","2.1 / 230","2.9 / 210","5.3 / 30","2.1 / 330","1.8 / 40"
"04","2.0 / 70","5.7 / 20","2.1 / 170","1.3 / 360","3.0 / 110","1.9 / 30","5.6 / 220","2.1 / 50","2.9 / 220","5.8 / 10","2.0 / 360","2.7 / 30"
"05","3.9 / 320","6.1 / 10","3.4 / 10","1.5 / 50","2.3 / 210","2.2 / 10","3.6 / 220","2.2 / 30","2.2 / 30","3.6 / 230","1.6 / 50","3.3 / 30"
"06","3.8 / 50","5.0 / 10","3.9 / 30","4.1 / 10","1.7 / 20","2.4 / 10","2.1 / 180","2.6 / 30","2.0 / 200","2.3 / 50","1.7 / 60","2.9 / 10"
"07","2.6 / 50","2.8 / 60","2.2 / 40","4.0 / 10","1.9 / 210","3.7 / 50","1.8 / 230","2.7 / 50","2.6 / 210","2.1 / 20","1.5 / 30","5.5 / 30"
"08","4.0 / 10","2.5 / 70","6.3 / 10","2.7 / 130","3.5 / 10","3.1 / 30","2.3 / 150","2.5 / 30","3.1 / 60","3.4 / 30","2.2 / 30","5.7 / 30"
"09","3.6 / 10","0.7 / 30","5.5 / 10","2.7 / 140","4.2 / 30","3.4 / 10","2.5 / 110","2.1 / 40","5.8 / 30","2.4 / 10","3.9 / 30","5.3 / 30"
"10","3.6 / 360","3.7 / 10","2.9 / 40","2.1 / 200","4.2 / 40","1.4 / 40","5.2 / 340","2.8 / 10","3.9 / 50","4.5 / 30","3.1 / 40","3.6 / 10"
"11","4.5 / 30","5.5 / 10","2.7 / 130","2.6 / 220","2.0 / 50","2.4 / 10","3.4 / 180","3.2 / 360","2.6 / 130","6.6 / 10","1.8 / 10","4.5 / 10"
"12","4.8 / 30","3.6 / 30","1.9 / 360","1.6 / 190","2.3 / 190","2.2 / 30","2.9 / 150","2.3 / 240","2.1 / 10","4.1 / 30","3.3 / 20","6.0 / 10"
"13","3.3 / 50","2.1 / 70","2.2 / 360","1.9 / 360","2.0 / 30","2.3 / 120","3.9 / 140","2.5 / 50","2.5 / 100","2.9 / 60","4.2 / 20","3.9 / 30"
"14","2.0 / 230","2.2 / 200","2.1 / 10","1.6 / 10","2.0 / 220","3.5 / 30","3.5 / 120","1.9 / 220","3.6 / 50","2.5 / 50","2.6 / 60","4.7 / 50"
"15","1.8 / 40","1.9 / 50","2.4 / 50","4.9 / 30","1.8 / 10","3.7 / 360","3.2 / 120","3.1 / 220","5.8 / 70","2.3 / 40","2.2 / 50","2.6 / 60"
"16","2.3 / 210","2.1 / 20","3.8 / 30","3.9 / 50","2.0 / 20","2.8 / 20","3.2 / 90","2.9 / 230","4.1 / 130","3.0 / 10","2.4 / 10","3.4 / 10"
"17","2.9 / 30","3.0 / 50","3.1 / 30","2.6 / 30","2.0 / 20","1.8 / 40","3.5 / 110","2.6 / 30","3.4 / 120","4.8 / 10","2.3 / 50","4.6 / 10"
