
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"18","2.5 / 50","1.6 / 210","1.6 / 10","2.2 / 30","1.8 / 30","1.3 / 30","2.9 / 60","2.1 / 230","2.2 / 100","4.2 / 60","2.2 / 10","2.1 / 60"
"19","2.1 / 360","1.9 / 40","1.9 / 40","1.8 / 110","1.9 / 40","2.2 / 210","3.3 / 50","2.6 / 230","2.3 / 110","4.3 / 60","4.9 / 10","2.3 / 130"
"20","2.5 / 20","0.7 / 40","3.3 / 10","2.0 / 110","2.6 / 30","0.9 / 190","3.2 / 10","2.1 / 230","1.9 / 170","3.1 / 60","2.4 / 50","2.2 / 210"
"21","2.1 / 360","3.5 / 10","4.6 / 10","1.3 / 110","2.1 / 40","2.4 / 220","2.5 / 220","2.4 / 230","2.4 / 30","2.1 / 50","3.4 / 10","2.1 / 40"
"22","3.3 / 330","4.9 / 10","3.1 / 10","1.5 / 30","1.7 / 50","1.7 / 10","2.4 / 230","2.7 / 30","2.1 / 30","1.7 / 200","7.1 / 10","1.3 / 40"
"23","3.0 / 50","2.7 / 60","1.8 / 30","1.9 / 40","2.9 / 30","1.8 / 210","2.0 / 210","3.3 / 60","2.5 / 10","3.8 / 10","3.0 / 60","4.4 / 30"
"24","4.0 / 60","1.4 / 220","2.4 / 110","3.3 / 30","1.8 / 30","1.7 / 30","1.9 / 30","2.0 / 20","5.6 / 20","3.2 / 30","1.3 / 40","5.4 / 60"
"25","3.1 / 50","3.1 / 10","2.5 / 130","3.5 / 30","2.6 / 30","1.9 / 30","2.1 / 210","2.2 / 130","6.9 / 30","2.1 / 30","1.8 / 200","2.7 / 50"
"26","5.0 / 40","3.2 / 50","1.6 / 350","2.6 / 30","2.3 / 30","2.3 / 20","2.2 / 50","2.3 / 140","7.8 / 10","2.8 / 30","3.0 / 10","2.7 / 10"
"27","3.5 / 60","1.7 / 40","3.5 / 360","2.2 / 50","2.2 / 30","2.0 / 30","2.5 / 30","2.4 / 160","8.0 / 10","5.6 / 30","3.7 / 30","7.1 / 10"
"28","4.7 / 10","3.1 / 210","2.3 / 10","1.7 / 90","1.7 / 40","2.6 / 220","3.0 / 230","2.1 / 150","7.9 / 10","3.7 / 30","2.3 / 10","7.4 / 30"
"29","7.2 / 10","-- / --","2.3 / 100","2.2 / 360","1.6 / 40","2.1 / 30","2.7 / 230","2.0 / 210","3.7 / 340","3.3 / 40","3.2 / 40","6.9 / 30"
"30","4.4 / 50","-- / --","2.8 / 50","1.8 / 210","2.5 / 230","2.5 / 30","3.0 / 220","2.3 / 220","3.9 / 10","4.9 / 50","1.6 / 100","6.0 / 50"
"31","5.2 / 10","-- / --","2.8 / 50","-- / --","3.0 / 30","-- / --","3.2 / 220","2.4 / 220","-- / --","5.2 / 50","-- / --","5.4 / 30"
"平均","3.4","3.3","2.8","2.4","2.4","2.3","3.1","2.4","3.7","3.6","2.9","4.0"
