
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","1022.5","1023.1","1014.0","1013.9","1012.8","1013.2","1003.6","1003.0","1010.3","1015.0","1020.5","1018.3"
"02","1020.4","1024.4","1012.5","1013.3","1012.2","1012.4","1001.4","1001.9","1007.2","1016.6","1018.1","1016.2"
"03","1019.5","1026.5","1011.3","1014.2","1018.4","1009.9","1000.5","1003.4","1004.7","1015.5","1016.0","1016.7"
"04","1016.6","1026.8","1012.0","1013.5","1018.1","1009.7","1000.2","1005.4","1003.8","1011.1","1016.8","1017.0"
"05","1018.0","1027.0","1014.5","1012.0","1016.0","1009.6","1000.8","1006.2","1005.8","1009.4","1017.2","1018.2"
"06","1017.9","1025.8","1021.4","1017.9","1012.0","1009.6","1002.9","1005.5","1005.6","1014.3","1017.8","1016.3"
"07","1016.1","1022.2","1017.5","1024.9","1008.0","1008.3","1005.1","1004.9","1006.2","1015.7","1016.7","1022.7"
"08","1015.0","1020.9","1021.3","1021.1","1009.8","1004.8","1006.8","1005.2","1008.3","1014.3","1016.1","1024.3"
"09","1023.5","1017.0","1024.5","1018.2","1017.2","1001.5","1008.1","1005.2","1011.3","1013.4","1018.9","1023.2"
"10","1026.4","1018.8","1023.8","1015.4","1018.2","1000.8","1002.4","1003.9","1011.8","1015.1","1018.7","1018.7"
"11","1028.1","1025.2","1022.2","1012.5","1014.2","1002.0","998.9","1000.6","1008.3","1018.8","1016.2","1019.7"
"12","1030.0","1028.0","1019.0","1012.1","1011.6","1004.3","1007.0","996.5","1009.2","1020.7","1014.6","1026.1"
"13","1028.2","1025.0","1017.3","1012.7","1010.7","1001.9","1007.8","999.1","1010.0","1019.3","1016.1","1025.7"
"14","1022.5","1019.4","1016.0","1011.1","1010.7","999.2","1007.5","999.8","1010.4","1016.1","1017.9","1026.8"
"15","1018.0","1016.6","1014.3","1016.8","1010.3","1000.7","1007.5","1000.7","1007.7","1014.4","1017.0","1024.2"
"16","1014.1","1015.8","1016.9","1018.0","1009.2","1005.9","1006.6","1000.0","1008.4","1012.8","1016.3","1020.6"
"17","1015.7","1020.0","1019.7","1019.0","1008.0","1005.1","1005.6","999.6","1012.1","1013.5","1017.5","1024.0"
"18","1017.9","1017.9","1015.8","1017.0","1007.5","1004.4","1006.0","1002.2","1014.2","1016.8","1015.6","1023.8"
"19","1019.2","1016.6","1012.3","1015.4","1008.8","1003.5","1006.6","1003.9","1012.4","1020.3","1019.2","1019.9"
"20","1017.7","1015.9","1012.7","1015.3","1009.3","1004.8","1004.6","1003.1","1010.3","1020.5","1018.7","1017.0"
"21","1015.3","1017.5","1017.6","1013.5","1010.7","1006.4","1000.8","1000.6","1011.7","1017.8","1016.2","1017.2"
"22","1015.4","1020.1","1018.8","1011.9","1010.4","1007.9","1000.8","998.8","1013.9","1015.1","1021.9","1017.0"
"23","1017.0","1021.5","1020.0","1009.2","1011.5","1008.1","1003.0","996.5","1012.9","1016.9","1021.5","1019.6"
"24","1018.6","1019.5","1020.8","1010.9","1010.9","1009.8","1006.5","997.3","1011.0","1017.5","1020.3","1020.7"
"25","1018.3","1020.1","1020.2","1015.0","1007.8","1011.1","1007.0","998.6","1009.6","1016.5","1017.7","1015.2"
"26","1021.2","1021.7","1017.9","1014.7","1007.0","1011.4","1006.7","1000.5","1008.9","1015.8","1018.8","1014.0"
"27","1018.3","1017.2","1016.6","1016.1","1008.9","1009.7","1006.7","1004.3","1008.6","1020.3","1019.9","1019.2"
"28","1015.8","1013.3","1014.9","1015.8","1009.3","1006.4","1006.3","1006.6","1007.5","1018.0","1020.2","1026.0"
"29","1021.8","--","1014.6","1013.2","1010.4","1004.3","1004.9","1007.2","1006.6","1016.3","1022.8","1029.6"
"30","1021.7","--","1016.3","1013.4","1010.5","1005.0","1004.2","1010.4","1011.5","1017.1","1020.9","1027.6"
"31","1020.0","--","1015.8","--","1010.2","--","1003.9","1012.1","--","1019.1","--","1028.1"
"平均","1019.7","1020.9","1017.2","1014.9","1011.3","1006.4","1004.5","1002.7","1009.3","1016.3","1018.2","1021.1"
