
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","69","83","83","56","74","81","74","66","73","62","76","65"
"02","69","86","86","61","74","73","59","65","71","54","87","62"
"03","62","79","90","69","72","85","56","76","67","59","89","77"
"04","77","77","88","72","56","82","54","75","64","72","85","70"
"05","91","68","89","71","60","79","61","72","75","69","84","78"
"06","92","51","84","72","67","79","75","68","69","69","82","81"
"07","89","73","84","57","74","82","84","69","73","77","77","86"
"08","90","75","77","67","74","82","75","71","82","81","78","86"
"09","74","92","56","72","63","81","64","69","81","82","82","87"
"10","63","95","57","77","61","82","94","71","85","76","82","89"
"11","55","75","55","86","59","84","85","73","69","78","78","87"
"12","54","52","62","94","69","68","74","74","70","79","79","77"
"13","59","59","71","96","68","68","67","74","68","83","76","82"
"14","74","73","82","92","67","86","67","81","78","86","68","85"
"15","75","72","84","78","70","87","64","68","77","82","71","82"
"16","77","87","85","63","71","78","73","67","70","86","76","79"
"17","77","77","82","82","72","85","65","71","64","84","85","57"
"18","90","80","82","79","73","82","69","83","67","66","83","59"
"19","90","83","80","75","73","72","79","79","66","69","78","57"
"20","91","91","85","72","70","71","78","76","66","64","66","68"
"21","93","92","64","74","71","84","82","74","77","70","75","77"
"22","80","89","55","79","70","96","73","73","74","76","74","79"
"23","74","75","60","75","73","89","75","77","82","80","78","87"
"24","78","87","57","89","72","84","81","79","78","73","77","83"
"25","90","90","52","70","75","83","76","76","71","75","61","88"
"26","91","70","62","69","72","71","75","74","71","77","78","87"
"27","82","78","79","73","75","65","77","71","73","54","69","80"
"28","89","86","78","66","73","72","75","75","75","51","68","74"
"29","86","--","61","73","74","71","72","77","71","54","62","69"
"30","87","--","64","74","70","74","69","78","60","63","60","76"
"31","93","--","66","--","73","--","66","79","--","77","--","87"
"平均","79","78","73","74","70","79","72","74","72","72","76","77"
