
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","16.1","16.9","21.2","16.3","18.3","27.3","29.3","30.8","28.4","29.1","21.2","17.4"
"02","17.2","16.6","19.1","14.7","16.5","27.9","27.8","27.5","27.1","28.9","21.4","18.4"
"03","17.6","16.2","20.6","16.4","19.7","27.6","28.7","29.0","27.9","29.6","21.7","21.1"
"04","17.1","14.4","21.1","19.1","21.4","27.9","28.6","29.9","27.2","28.1","20.4","20.5"
"05","18.6","14.2","20.4","20.9","22.1","29.0","28.4","29.6","29.3","26.4","20.0","17.9"
"06","16.9","14.1","18.5","20.4","23.1","27.8","29.0","30.6","26.6","24.8","20.2","17.7"
"07","16.5","17.4","14.9","19.8","23.7","22.2","29.6","30.8","27.5","25.3","21.9","18.6"
"08","16.6","16.0","16.5","20.9","23.9","22.2","29.7","30.5","27.1","23.9","22.5","18.7"
"09","17.2","16.0","19.2","23.1","23.7","24.6","29.8","30.9","26.6","23.1","24.6","18.6"
"10","16.8","16.8","20.9","23.9","25.2","25.9","30.8","30.4","26.3","21.7","23.9","19.7"
"11","13.4","19.7","19.0","23.9","23.9","25.3","30.7","29.8","26.9","22.0","24.3","16.5"
"12","13.0","18.4","23.9","24.7","24.6","25.0","29.9","29.9","26.8","22.4","23.8","16.9"
"13","13.6","17.6","22.2","24.5","24.3","27.9","30.0","29.8","25.9","23.8","23.4","16.1"
"14","14.8","15.6","21.6","21.4","21.2","27.3","30.1","30.4","27.4","24.1","23.4","15.0"
"15","16.2","16.8","21.8","18.5","18.9","25.9","31.0","31.2","27.5","24.3","24.0","16.8"
"16","17.1","16.9","24.6","19.0","17.7","26.0","31.9","30.3","26.8","25.4","22.6","18.6"
"17","16.1","16.5","22.7","18.9","20.5","27.2","30.7","30.2","26.5","22.6","23.1","13.8"
"18","16.0","16.7","19.7","19.2","22.7","28.1","30.5","29.1","27.4","20.5","24.1","10.8"
"19","16.0","15.9","19.9","17.9","23.1","27.6","29.2","29.6","27.0","22.2","23.7","16.1"
"20","16.4","11.6","22.3","19.1","22.9","28.6","29.1","29.7","26.1","23.3","23.5","18.9"
"21","17.2","13.9","19.2","20.9","22.5","28.4","30.3","30.3","25.9","23.6","23.3","15.9"
"22","18.7","15.1","16.9","24.1","21.6","28.9","30.7","30.2","25.9","24.5","24.7","13.5"
"23","19.4","13.6","14.9","25.0","22.9","28.8","31.1","31.2","25.4","22.6","21.7","12.5"
"24","17.5","13.7","18.9","25.4","22.2","28.4","30.6","31.8","25.3","22.5","20.7","12.9"
"25","17.9","15.7","22.6","25.5","22.5","28.0","30.1","29.5","25.5","22.2","21.4","13.0"
"26","19.5","17.6","22.1","27.0","22.7","28.8","29.8","31.0","27.0","23.2","21.5","15.5"
"27","19.6","18.3","16.5","25.9","21.9","29.4","29.5","30.8","27.5","23.6","23.6","16.4"
"28","17.5","19.7","16.8","23.9","25.1","29.8","29.4","29.4","28.4","23.8","23.7","16.9"
"29","15.6","--","20.9","23.4","26.9","30.2","29.0","29.5","29.2","23.5","24.4","16.9"
"30","13.7","--","21.9","20.0","28.2","30.1","28.8","29.9","29.1","23.5","18.3","15.9"
"31","15.9","--","19.1","--","25.5","--","30.2","29.6","--","21.7","--","16.2"
"平均","16.6","16.1","20.0","21.5","22.6","27.4","29.8","30.1","27.1","24.1","22.6","16.6"
