
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","7.1","17.0","0.0","7.5","21.5","0.0","0.5","0.0","1.5","0.0","23.2","23.9"
"02","4.3","23.9","7.1","20.8","22.9","0.0","1.6","5.3","11.1","0.0","23.3","21.2"
"03","3.5","23.2","0.6","7.5","10.4","0.8","0.1","0.0","8.3","0.0","22.3","11.5"
"04","21.0","23.7","0.0","0.0","15.0","0.0","0.7","0.0","12.7","0.0","22.8","18.6"
"05","2.3","17.2","0.5","0.0","11.3","0.0","1.5","0.0","0.7","6.3","12.5","21.8"
"06","10.7","21.4","13.7","0.6","0.6","8.6","0.2","0.0","4.1","19.3","18.6","18.1"
"07","4.4","5.6","17.3","1.4","0.0","13.7","0.0","0.0","0.2","18.2","20.0","19.9"
"08","4.1","3.4","0.1","1.8","11.4","17.6","0.0","0.0","0.0","18.4","17.9","22.4"
"09","5.7","11.8","0.0","0.0","5.7","5.2","0.0","0.0","0.0","18.4","0.5","23.7"
"10","8.6","17.0","0.0","0.0","2.4","4.2","0.0","0.0","0.2","7.6","0.2","18.8"
"11","13.2","0.5","0.0","0.0","6.0","5.8","0.0","0.0","6.2","5.5","3.9","23.1"
"12","7.3","10.5","0.0","0.0","6.7","9.7","0.0","0.0","6.1","14.4","0.0","19.2"
"13","3.1","14.1","0.0","0.3","5.8","0.0","0.0","0.0","5.9","6.7","2.8","20.8"
"14","0.0","13.4","0.0","7.1","23.5","0.6","0.0","0.0","0.5","6.6","3.3","23.4"
"15","0.8","8.3","0.0","14.2","21.9","8.4","0.0","0.0","0.0","17.1","0.0","22.3"
"16","11.1","16.9","0.0","0.4","23.6","4.3","0.0","0.0","0.6","21.1","18.6","21.5"
"17","23.6","22.8","1.0","1.5","4.8","0.1","0.6","0.0","0.0","18.5","0.0","19.2"
"18","20.9","22.9","0.5","0.6","3.1","0.3","0.0","4.4","0.1","12.5","2.3","0.0"
"19","20.1","23.4","3.4","8.4","12.6","1.2","0.8","0.5","0.0","1.3","0.5","0.0"
"20","19.8","23.7","0.3","4.1","2.5","0.0","0.2","0.1","0.0","3.4","3.2","0.0"
"21","20.5","23.9","2.0","1.7","3.1","0.4","0.0","0.0","0.5","11.0","9.8","3.8"
"22","20.1","24.0","19.9","0.0","10.5","0.0","0.0","0.0","0.0","19.9","1.1","0.0"
"23","0.2","21.9","21.9","0.0","2.9","0.1","0.0","0.0","0.0","8.4","14.4","0.0"
"24","11.9","12.7","3.7","0.2","12.8","0.1","0.0","0.0","5.8","0.0","22.6","0.0"
"25","6.3","8.4","2.5","1.1","20.0","1.7","0.0","0.3","15.3","0.0","16.6","0.0"
"26","4.0","0.0","6.8","0.0","12.6","0.0","0.0","0.0","6.4","0.2","5.0","1.8"
"27","4.4","0.0","17.6","0.9","17.3","0.0","0.0","0.0","0.0","1.0","2.0","4.5"
"28","22.2","0.0","21.9","1.4","0.6","0.0","0.0","1.0","0.0","6.9","0.0","21.5"
"29","23.5","--","5.6","8.5","0.0","0.0","0.8","0.0","0.0","1.0","2.5","20.9"
"30","17.7","--","0.2","18.1","0.3","0.2","1.0","0.0","0.0","7.1","23.7","22.4"
"31","0.7","--","16.5","--","6.9","--","0.0","0.4","--","23.7","--","23.5"
"總和","323.1","411.6","163.1","108.1","298.7","83.0","8.0","12.0","86.2","274.5","293.6","447.8"
