
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"17","4.7 / 360","4.6 / 50","2.7 / 40","2.0 / 30","3.3 / 30","1.6 / 20","2.8 / 210","2.4 / 30","2.9 / 360","8.0 / 20","2.0 / 30","8.5 / 360"
"18","4.1 / 30","3.2 / 20","3.1 / 10","2.3 / 20","2.2 / 40","1.9 / 30","2.7 / 220","1.7 / 350","2.4 / 220","6.7 / 20","1.9 / 20","6.2 / 10"
"19","3.2 / 40","5.9 / 360","2.7 / 50","2.2 / 20","3.0 / 50","2.3 / 200","2.2 / 200","2.6 / 210","2.3 / 360","6.1 / 40","1.1 / 10","3.5 / 50"
"20","3.8 / 60","7.9 / 20","2.8 / 40","1.8 / 240","1.8 / 350","2.4 / 210","2.6 / 200","2.7 / 210","4.8 / 10","4.1 / 50","1.9 / 60","2.1 / 60"
"21","3.1 / 50","5.0 / 50","2.0 / 50","1.6 / 40","1.8 / 10","2.1 / 180","3.2 / 210","2.7 / 200","3.8 / 40","3.0 / 50","2.5 / 60","4.2 / 10"
"22","1.6 / 20","7.1 / 20","4.0 / 360","1.9 / 200","0.9 / 30","2.4 / 210","2.7 / 220","2.1 / 360","3.1 / 20","4.2 / 40","1.6 / 20","2.4 / 200"
"23","2.1 / 220","7.3 / 20","4.3 / 360","2.0 / 30","1.6 / 220","2.3 / 40","3.1 / 220","2.7 / 200","3.5 / 10","3.7 / 360","3.4 / 10","4.5 / 360"
"24","2.5 / 350","5.3 / 20","1.7 / 60","2.3 / 200","1.5 / 220","2.7 / 200","2.8 / 210","3.4 / 140","6.3 / 30","5.6 / 20","2.4 / 30","4.3 / 10"
"25","1.5 / 20","1.7 / 60","2.2 / 210","1.9 / 30","1.3 / 20","2.3 / 200","2.4 / 30","3.3 / 220","5.7 / 20","4.2 / 40","2.2 / 10","3.5 / 20"
"26","2.1 / 30","2.0 / 350","3.2 / 360","1.8 / 360","1.9 / 20","2.1 / 40","2.5 / 30","3.2 / 220","3.6 / 40","2.3 / 60","2.5 / 340","3.0 / 60"
"27","2.0 / 360","2.4 / 50","4.1 / 360","1.8 / 50","1.4 / 10","2.2 / 20","2.3 / 20","2.6 / 220","2.7 / 50","2.7 / 40","1.6 / 140","3.1 / 50"
"28","4.3 / 20","2.0 / 200","4.2 / 10","1.8 / 20","1.6 / 180","2.7 / 360","2.6 / 360","2.1 / 30","2.0 / 30","4.2 / 50","1.4 / 190","3.9 / 60"
"29","4.9 / 360","-- / --","1.9 / 10","3.4 / 30","2.0 / 230","3.1 / 140","3.4 / 360","2.7 / 20","2.4 / 40","5.7 / 30","2.1 / 200","4.5 / 60"
"30","5.9 / 360","-- / --","2.0 / 20","3.2 / 20","2.5 / 200","3.8 / 120","2.3 / 20","2.7 / 30","2.2 / 110","6.9 / 30","6.3 / 20","6.2 / 20"
"31","3.8 / 60","-- / --","3.3 / 10","-- / --","1.1 / 30","-- / --","2.8 / 220","3.3 / 20","-- / --","6.8 / 30","-- / --","5.3 / 40"
"平均","3.3","3.9","2.8","2.9","2.4","2.2","2.7","2.6","4.0","4.7","2.6","4.7"
