
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","4.9 / 30","2.3 / 360","2.6 / 360","2.5 / 130","2.6 / 220","1.6 / 360","2.6 / 40","2.2 / 200","2.0 / 230","6.0 / 50","3.3 / 20","9.6 / 10"
"02","2.5 / 60","3.8 / 10","4.7 / 30","2.0 / 10","1.7 / 40","1.6 / 20","2.2 / 10","2.9 / 50","1.7 / 240","7.4 / 50","3.0 / 60","4.4 / 10"
"03","4.6 / 10","1.7 / 30","4.2 / 30","2.9 / 30","3.4 / 10","1.4 / 30","2.2 / 220","2.2 / 50","1.5 / 50","8.7 / 10","2.5 / 30","5.7 / 30"
"04","4.0 / 30","2.0 / 230","4.3 / 70","5.5 / 10","2.1 / 30","2.3 / 220","2.1 / 250","3.2 / 230","1.5 / 50","4.3 / 10","2.5 / 140","2.9 / 60"
"05","1.8 / 30","2.3 / 40","2.0 / 70","4.2 / 30","1.3 / 30","2.6 / 230","2.3 / 360","3.1 / 340","2.5 / 50","3.2 / 10","2.1 / 180","1.4 / 10"
"06","7.0 / 10","1.6 / 40","1.3 / 40","2.1 / 10","2.3 / 230","1.7 / 50","2.2 / 220","4.5 / 260","2.1 / 40","2.9 / 30","3.6 / 60","2.8 / 60"
"07","5.0 / 30","1.3 / 130","6.0 / 10","2.4 / 230","2.0 / 230","2.7 / 30","2.0 / 240","3.2 / 220","1.8 / 50","2.9 / 70","3.8 / 50","2.3 / 340"
"08","2.6 / 70","2.7 / 230","4.1 / 60","2.6 / 40","2.6 / 150","2.0 / 30","2.9 / 20","2.3 / 230","2.1 / 50","4.0 / 60","3.7 / 50","7.2 / 10"
"09","6.4 / 10","3.5 / 40","2.5 / 60","1.7 / 20","3.7 / 170","1.8 / 40","3.1 / 230","1.8 / 50","2.9 / 50","3.2 / 60","6.2 / 10","7.6 / 10"
"10","4.9 / 30","2.9 / 10","3.3 / 50","1.4 / 40","3.1 / 210","1.7 / 10","3.0 / 230","2.3 / 230","3.1 / 50","1.5 / 90","7.0 / 10","7.2 / 30"
"11","6.2 / 10","7.6 / 10","3.9 / 50","3.4 / 30","3.0 / 230","2.3 / 30","2.8 / 140","2.2 / 240","3.0 / 50","2.5 / 40","4.7 / 20","5.1 / 50"
"12","4.9 / 20","5.3 / 70","1.8 / 240","3.6 / 50","2.4 / 30","1.6 / 40","2.7 / 130","2.9 / 230","3.4 / 40","1.5 / 30","3.5 / 40","4.7 / 40"
"13","1.6 / 70","2.4 / 10","1.8 / 40","1.9 / 10","2.3 / 60","2.3 / 220","1.5 / 30","2.1 / 210","4.1 / 40","1.1 / 230","3.9 / 10","3.4 / 30"
"14","3.8 / 10","6.8 / 10","2.9 / 30","1.9 / 220","3.2 / 40","1.9 / 10","2.1 / 230","1.7 / 50","4.0 / 60","2.1 / 60","3.2 / 30","4.2 / 30"
"15","9.0 / 10","3.8 / 30","5.7 / 10","2.1 / 200","1.4 / 230","2.2 / 190","2.3 / 20","2.1 / 30","2.7 / 40","5.8 / 10","4.6 / 30","6.5 / 10"
"16","6.5 / 30","1.6 / 240","5.9 / 30","2.6 / 220","2.5 / 360","1.8 / 50","2.2 / 30","2.1 / 40","2.9 / 10","3.6 / 60","3.5 / 60","7.2 / 20"
"17","3.5 / 70","2.6 / 230","4.1 / 70","2.8 / 10","1.9 / 30","2.2 / 40","2.2 / 40","2.0 / 40","2.3 / 20","4.1 / 30","2.4 / 60","6.0 / 30"
"18","2.4 / 60","4.1 / 30","2.3 / 90","1.5 / 40","2.0 / 120","2.4 / 50","1.9 / 40","1.9 / 40","5.5 / 10","5.2 / 40","1.0 / 30","4.5 / 60"
"19","5.6 / 30","3.4 / 10","1.6 / 50","4.2 / 60","1.5 / 30","2.4 / 180","3.4 / 230","2.4 / 220","4.0 / 10","4.2 / 30","3.7 / 10","4.8 / 40"
"20","4.6 / 40","4.0 / 10","2.0 / 40","2.9 / 50","1.8 / 50","2.8 / 150","3.3 / 220","2.2 / 360","4.1 / 10","1.7 / 10","6.4 / 40","1.9 / 50"
"21","6.7 / 10","3.7 / 20","2.4 / 20","2.5 / 210","2.1 / 30","2.1 / 240","2.1 / 230","2.3 / 50","4.6 / 10","4.0 / 10","4.7 / 60","4.1 / 10"
"22","3.7 / 60","1.8 / 40","6.9 / 10","2.4 / 40","1.7 / 40","3.9 / 160","2.9 / 230","2.5 / 40","4.7 / 40","2.9 / 40","1.7 / 80","8.0 / 10"
"23","3.8 / 10","1.5 / 50","4.6 / 40","3.0 / 20","1.8 / 10","3.5 / 130","2.7 / 230","2.4 / 220","3.4 / 70","1.8 / 60","4.8 / 30","4.3 / 10"
"24","6.2 / 10","1.3 / 40","3.6 / 40","1.9 / 200","4.4 / 10","4.5 / 50","3.0 / 210","2.2 / 30","2.3 / 60","2.1 / 20","4.8 / 50","6.5 / 10"
"25","3.4 / 60","2.6 / 50","4.8 / 50","2.2 / 20","2.4 / 50","4.7 / 230","2.0 / 50","3.0 / 60","2.3 / 50","7.0 / 30","3.0 / 70","4.8 / 60"
"26","5.0 / 50","2.4 / 40","4.1 / 30","2.1 / 30","2.9 / 50","3.1 / 200","2.4 / 20","2.6 / 40","5.6 / 50","5.6 / 30","1.9 / 80","3.7 / 60"
"27","6.0 / 30","2.0 / 50","5.4 / 30","3.7 / 220","4.6 / 50","2.6 / 190","4.3 / 140","2.6 / 70","4.9 / 60","3.5 / 30","1.9 / 80","2.1 / 50"
"28","7.1 / 10","1.7 / 50","3.8 / 30","2.6 / 50","6.5 / 10","2.3 / 230","3.2 / 140","4.8 / 70","3.4 / 120","2.4 / 40","1.7 / 20","1.8 / 10"
