
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","16.6","18.3","18.6","17.6","20.3","27.9","28.7","32.3","29.4","26.0","24.4","17.4"
"02","18.5","19.3","14.6","18.2","22.7","28.5","29.6","30.5","29.5","26.2","22.3","16.5"
"03","18.8","19.1","15.1","18.4","22.3","26.0","30.3","29.6","29.7","25.7","20.9","21.0"
"04","17.9","14.6","15.5","18.1","23.9","26.8","30.1","29.8","28.8","24.8","21.3","14.6"
"05","16.3","16.9","14.7","20.6","19.0","25.8","30.8","29.5","29.5","25.1","20.1","14.8"
"06","17.8","17.4","13.9","19.7","18.1","24.8","31.1","29.1","29.3","24.8","21.2","16.6"
"07","19.2","16.3","14.9","19.3","21.4","25.7","30.1","29.5","28.7","24.2","22.2","19.8"
"08","16.8","13.8","15.3","20.1","22.7","25.7","29.1","30.4","29.3","24.7","23.9","17.2"
"09","13.3","13.3","13.9","20.3","23.6","25.8","31.1","30.0","29.2","24.7","21.9","18.6"
"10","14.8","9.7","15.6","21.3","24.3","25.2","30.4","29.6","29.1","25.0","22.0","20.0"
"11","18.8","8.8","18.6","23.6","25.9","24.8","29.9","29.6","30.3","24.6","21.6","16.4"
"12","16.6","12.3","17.7","23.3","25.8","25.2","30.2","28.8","29.8","23.8","19.9","14.0"
"13","15.8","14.0","15.8","23.4","25.3","26.2","31.1","28.4","29.5","22.1","19.1","14.3"
"14","14.1","12.4","14.3","19.4","29.0","28.0","30.5","29.5","28.9","21.6","19.3","16.7"
"15","14.7","14.4","17.4","21.8","26.3","27.3","30.1","30.1","30.7","21.5","21.0","18.1"
"16","15.9","17.0","17.7","23.6","23.3","27.3","31.0","29.4","31.1","21.9","21.5","14.5"
"17","15.9","18.6","19.2","24.1","26.1","29.4","31.1","29.9","29.6","22.9","19.6","11.8"
"18","14.8","16.1","21.1","24.6","26.8","28.7","31.3","29.1","30.0","24.7","19.7","15.4"
"19","16.0","12.5","22.2","24.1","25.2","27.9","30.3","27.7","29.8","24.8","20.0","16.3"
"20","15.5","12.0","16.9","21.3","24.5","27.7","30.7","27.5","30.0","26.6","20.2","16.1"
"21","12.9","14.9","14.0","21.2","19.9","28.1","30.5","28.6","28.3","25.7","22.1","15.4"
"22","12.6","16.3","16.3","20.5","23.5","27.9","28.5","29.4","27.2","23.2","22.6","13.7"
"23","14.7","17.8","18.6","20.2","24.7","27.1","28.3","28.9","27.5","23.1","24.4","18.3"
"24","16.3","19.9","20.4","20.8","26.8","27.0","29.3","29.0","26.7","22.7","23.3","18.0"
"25","17.2","17.9","20.8","22.1","27.0","28.0","28.9","29.3","26.9","23.1","21.8","17.0"
"26","16.2","18.6","23.2","24.7","27.9","29.2","29.3","30.0","26.4","24.8","21.7","16.8"
"27","17.0","18.4","22.8","24.3","25.1","29.2","29.8","31.0","26.2","24.7","21.9","16.5"
"28","17.5","20.6","24.0","21.8","27.1","28.9","29.6","29.6","26.3","23.3","23.1","14.7"
"29","18.2","--","24.1","21.3","25.3","28.4","29.4","30.4","26.1","25.6","25.3","14.1"
"30","15.8","--","21.6","21.5","26.2","28.4","29.3","29.5","26.5","26.1","24.3","14.3"
"31","19.9","--","21.3","--","26.6","--","30.1","28.8","--","25.9","--","16.2"
"平均","16.3","15.8","18.1","21.4","24.4","27.2","30.0","29.5","28.7","24.3","21.8","16.3"
