
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","24.0","3.8","8.0","15.7","15.7","6.2","0.5","0.0","0.0","8.5","1.3","2.0"
"02","24.0","0.0","0.0","5.7","14.6","0.5","11.2","0.2","0.0","0.0","0.0","0.8"
"03","24.0","0.0","11.0","3.8","4.2","0.3","2.8","0.0","1.0","0.0","9.0","0.0"
"04","7.8","20.7","0.0","6.5","0.0","3.6","0.5","1.4","11.6","0.0","0.0","1.6"
"05","10.3","9.8","0.0","0.5","1.5","0.0","0.0","0.5","11.7","0.0","5.0","24.0"
"06","22.0","0.0","6.5","0.0","22.4","0.7","0.4","1.3","4.5","0.0","0.0","24.0"
"07","8.7","5.5","24.0","0.0","19.3","2.0","0.0","1.8","0.0","3.2","0.0","8.0"
"08","18.7","24.0","24.0","0.0","19.6","0.0","1.5","6.7","1.3","0.4","1.8","0.0"
"09","19.5","17.2","24.0","0.0","24.0","0.0","0.0","14.3","0.0","0.4","0.0","0.0"
"10","0.0","24.0","17.5","5.8","6.8","11.2","0.0","0.0","0.5","0.0","0.0","1.8"
"11","1.0","24.0","0.0","15.7","0.0","20.7","0.4","0.0","0.5","0.0","0.0","6.3"
"12","14.8","13.5","0.0","0.8","0.0","9.8","1.9","0.0","0.0","0.0","0.0","0.0"
"13","24.0","5.2","0.0","5.5","0.0","14.7","0.0","0.0","0.0","0.3","0.0","0.0"
"14","6.2","19.7","2.0","4.5","0.0","11.7","0.0","0.0","0.0","1.4","0.4","2.7"
"15","10.2","7.4","6.2","5.6","0.0","0.0","0.0","0.0","5.1","0.3","0.0","0.0"
"16","24.0","24.0","5.1","13.5","3.0","0.0","0.0","0.6","1.1","3.7","0.0","0.0"
"17","15.8","24.0","12.3","0.0","10.2","0.2","5.4","0.0","2.1","0.8","0.0","0.0"
"18","0.0","12.7","3.5","0.0","2.3","0.2","7.6","5.3","3.1","0.3","8.8","14.5"
"19","0.0","0.0","0.0","5.4","0.8","0.0","6.0","3.5","0.6","1.6","5.5","24.0"
"20","11.2","3.3","0.0","7.3","11.4","0.0","0.7","3.4","10.3","0.0","13.8","24.0"
"21","22.0","17.4","0.0","6.5","0.0","0.0","0.0","0.8","19.0","0.0","22.0","15.5"
"22","7.5","21.5","15.3","2.7","0.0","2.5","2.4","0.0","0.5","0.0","17.3","0.9"
"23","0.0","10.8","18.2","0.3","9.8","21.6","0.3","6.0","0.0","2.0","12.7","0.0"
"24","0.0","24.0","21.0","0.0","0.0","16.3","3.0","20.8","1.0","0.0","0.0","0.0"
"25","0.0","10.7","5.1","0.3","0.0","6.2","0.0","1.8","0.0","0.0","1.9","0.0"
"26","0.0","0.0","0.0","0.8","0.0","4.0","0.0","0.0","12.1","0.5","11.8","0.5"
"27","1.7","2.0","0.0","18.7","2.0","2.9","0.0","0.0","22.5","8.8","14.0","1.0"
"28","0.0","9.2","0.0","6.5","11.0","0.0","0.0","0.0","18.5","6.4","12.6","0.0"
"29","1.0","--","2.8","0.0","1.0","0.0","0.0","0.0","19.2","20.7","5.2","16.2"
"30","0.0","--","5.8","5.7","0.0","0.0","0.0","2.5","21.0","7.6","5.9","15.7"
"31","0.0","--","10.5","--","0.0","--","0.0","0.0","--","24.0","--","19.3"
"總和","298.4","334.4","222.8","137.8","179.6","135.3","44.6","70.9","167.2","90.9","149.0","202.8"
