
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","1.0 / 80","1.6 / 50","3.6 / 10","1.6 / 330","3.5 / 30","2.4 / 220","2.7 / 50","2.9 / 140","4.7 / 340","4.5 / 30","4.9 / 50","2.8 / 30"
"02","3.0 / 10","2.4 / 30","6.1 / 20","3.4 / 350","1.8 / 60","2.3 / 40","2.2 / 30","2.1 / 50","2.8 / 360","5.5 / 10","1.3 / 30","2.2 / 50"
"03","7.1 / 30","1.9 / 20","5.2 / 10","1.9 / 110","2.3 / 90","2.4 / 50","2.9 / 220","1.9 / 210","4.4 / 10","6.7 / 10","3.5 / 360","2.0 / 230"
"04","4.4 / 50","1.8 / 50","2.5 / 50","1.8 / 10","2.0 / 60","2.2 / 50","2.6 / 230","2.5 / 40","3.7 / 10","6.9 / 10","5.2 / 30","2.3 / 30"
"05","3.8 / 10","3.1 / 220","1.7 / 110","2.1 / 210","2.5 / 50","1.4 / 30","2.5 / 40","2.3 / 180","2.7 / 50","7.1 / 10","3.7 / 50","2.1 / 50"
"06","3.7 / 30","2.5 / 10","1.9 / 90","5.5 / 10","2.1 / 110","2.4 / 210","2.7 / 220","2.4 / 30","2.6 / 40","6.3 / 330","1.9 / 30","2.1 / 40"
"07","3.8 / 10","3.1 / 360","2.8 / 210","4.1 / 30","2.1 / 80","2.1 / 220","2.5 / 220","2.1 / 30","3.3 / 40","1.9 / 10","3.1 / 60","2.2 / 60"
"08","4.7 / 10","6.3 / 30","2.5 / 210","1.4 / 50","2.2 / 130","2.2 / 190","2.6 / 210","2.4 / 10","2.7 / 60","2.1 / 40","2.2 / 110","2.2 / 120"
"09","5.3 / 20","4.0 / 30","2.2 / 20","1.6 / 20","2.0 / 220","2.5 / 220","2.6 / 230","2.3 / 40","2.7 / 60","3.3 / 30","3.2 / 150","3.9 / 30"
"10","5.5 / 50","3.8 / 10","3.1 / 30","4.1 / 40","1.6 / 200","2.6 / 50","2.5 / 40","2.2 / 360","3.0 / 50","2.3 / 40","2.4 / 40","4.1 / 30"
"11","2.6 / 50","3.8 / 10","2.3 / 30","1.9 / 40","2.1 / 10","1.9 / 30","2.6 / 40","3.2 / 130","2.9 / 40","4.6 / 30","5.8 / 40","4.7 / 10"
"12","4.0 / 10","3.7 / 10","1.6 / 50","1.5 / 50","1.2 / 40","2.0 / 40","8.6 / 10","3.2 / 130","2.2 / 60","5.9 / 50","4.4 / 50","1.4 / 60"
"13","4.7 / 340","2.9 / 10","3.9 / 10","1.5 / 80","1.5 / 10","2.4 / 120","7.0 / 230","3.8 / 140","2.3 / 120","4.1 / 60","4.5 / 40","3.7 / 10"
"14","4.7 / 350","1.6 / 50","5.4 / 10","3.3 / 230","1.8 / 30","2.5 / 150","2.3 / 170","2.7 / 220","2.7 / 30","2.4 / 40","2.1 / 50","3.3 / 50"
"15","1.8 / 120","4.5 / 30","2.2 / 10","2.1 / 50","1.7 / 200","1.8 / 40","2.2 / 190","1.6 / 50","2.7 / 30","5.5 / 10","3.4 / 30","4.5 / 50"
"16","3.4 / 20","2.8 / 50","1.7 / 50","2.1 / 20","1.0 / 200","1.8 / 50","2.4 / 130","2.2 / 70","3.9 / 50","6.2 / 10","1.8 / 360","4.5 / 60"
"17","6.8 / 10","1.7 / 40","1.5 / 40","2.6 / 220","2.0 / 30","2.0 / 30","2.8 / 150","1.9 / 50","3.6 / 40","3.2 / 60","4.8 / 10","5.5 / 360"
"18","4.3 / 50","1.8 / 210","3.3 / 250","2.0 / 230","0.9 / 30","2.2 / 40","2.2 / 200","2.7 / 240","4.4 / 50","3.4 / 60","4.4 / 10","6.6 / 10"
"19","1.9 / 140","4.7 / 10","1.3 / 50","2.5 / 10","3.2 / 220","2.8 / 20","1.6 / 220","3.5 / 220","4.9 / 30","2.0 / 40","3.0 / 50","6.6 / 10"
"20","2.1 / 10","4.3 / 30","3.6 / 230","3.0 / 10","2.0 / 20","2.3 / 230","1.8 / 30","3.7 / 10","5.7 / 30","4.9 / 10","1.7 / 70","4.2 / 50"
"21","1.5 / 190","2.9 / 30","3.1 / 50","5.2 / 40","2.2 / 40","1.7 / 40","2.6 / 140","5.4 / 10","7.3 / 60","5.1 / 10","1.2 / 60","4.4 / 20"
"22","3.0 / 30","4.0 / 10","2.4 / 230","2.4 / 50","1.1 / 40","2.4 / 220","3.0 / 160","1.2 / 180","3.9 / 120","6.1 / 10","1.9 / 50","3.0 / 30"
"23","2.9 / 60","4.7 / 40","2.2 / 10","1.9 / 220","1.9 / 360","2.3 / 40","2.4 / 360","2.0 / 10","2.3 / 110","6.6 / 10","2.1 / 110","4.0 / 30"
