
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","2.1 / 60","7.7 / 10","3.6 / 70","1.6 / 30","1.5 / 30","4.7 / 220","2.2 / 30","3.9 / 140","3.0 / 210","3.8 / 130","6.7 / 30","4.5 / 30"
"02","1.4 / 10","6.2 / 10","1.9 / 120","1.6 / 50","1.9 / 200","2.2 / 40","2.2 / 210","2.6 / 360","1.9 / 230","2.5 / 80","5.9 / 30","3.9 / 50"
"03","0.8 / 20","3.4 / 50","2.2 / 230","1.6 / 50","2.5 / 60","2.0 / 170","2.5 / 210","2.2 / 210","1.9 / 60","2.7 / 350","5.3 / 40","2.7 / 50"
"04","1.1 / 50","2.4 / 10","1.7 / 210","1.5 / 10","1.6 / 130","3.1 / 220","2.6 / 200","3.1 / 230","3.3 / 30","2.6 / 360","1.6 / 20","2.1 / 330"
"05","1.2 / 360","6.2 / 10","1.9 / 180","1.4 / 60","2.2 / 210","1.4 / 240","3.1 / 140","3.1 / 230","3.0 / 40","3.4 / 40","1.2 / 210","2.5 / 10"
"06","3.3 / 360","6.5 / 10","2.8 / 40","1.8 / 30","2.7 / 220","1.4 / 220","3.3 / 110","2.4 / 360","1.4 / 50","3.2 / 80","2.0 / 40","5.5 / 30"
"07","3.9 / 30","3.9 / 10","1.4 / 40","1.6 / 60","1.9 / 30","1.7 / 30","4.1 / 40","2.0 / 40","2.1 / 230","2.6 / 110","2.3 / 140","3.4 / 50"
"08","4.2 / 30","2.6 / 210","1.5 / 60","1.3 / 30","1.8 / 190","2.1 / 180","5.2 / 50","3.0 / 360","1.9 / 220","2.6 / 20","5.9 / 10","1.6 / 60"
"09","3.3 / 50","2.0 / 200","5.4 / 10","1.7 / 20","1.9 / 220","2.0 / 30","2.7 / 130","2.2 / 10","1.6 / 40","6.0 / 30","5.6 / 30","4.0 / 30"
"10","1.2 / 20","2.7 / 170","8.0 / 10","1.3 / 30","2.8 / 230","1.6 / 30","1.7 / 190","2.2 / 40","1.5 / 220","5.6 / 10","3.2 / 10","5.0 / 50"
"11","2.4 / 360","2.8 / 220","5.0 / 30","2.5 / 30","3.4 / 30","1.8 / 220","1.6 / 210","2.1 / 220","1.9 / 210","4.7 / 40","3.2 / 60","3.7 / 50"
