
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"12","5.9 / 10","1.3 / 50","1.8 / 50","1.4 / 30","1.9 / 10","2.0 / 220","2.1 / 220","2.2 / 110","4.3 / 10","5.1 / 30","1.4 / 50","1.9 / 10"
"13","5.9 / 10","1.9 / 30","2.3 / 360","1.7 / 220","3.4 / 50","3.1 / 210","1.9 / 30","2.1 / 140","3.1 / 30","5.0 / 30","1.5 / 50","2.0 / 10"
"14","3.4 / 10","5.4 / 10","6.3 / 10","2.2 / 30","2.6 / 50","2.0 / 200","2.1 / 210","2.5 / 110","6.7 / 140","5.0 / 30","1.5 / 190","6.8 / 10"
"15","1.9 / 230","6.1 / 10","1.6 / 60","1.4 / 30","2.6 / 220","2.2 / 360","2.8 / 200","2.6 / 120","3.5 / 140","4.1 / 50","3.3 / 40","6.9 / 10"
"16","1.1 / 80","2.5 / 50","2.0 / 230","2.0 / 40","4.7 / 40","2.9 / 30","3.0 / 210","2.5 / 150","2.2 / 120","2.7 / 60","3.3 / 60","5.6 / 10"
"17","3.7 / 10","1.3 / 70","0.9 / 240","1.8 / 40","3.2 / 50","1.7 / 230","2.0 / 30","2.2 / 50","4.7 / 330","3.3 / 50","2.0 / 30","2.3 / 60"
"18","4.3 / 360","1.0 / 60","1.6 / 210","3.4 / 20","2.4 / 10","2.3 / 210","2.4 / 230","2.2 / 10","2.7 / 330","2.3 / 50","1.7 / 240","1.6 / 110"
"19","4.2 / 60","3.0 / 230","1.0 / 360","2.9 / 40","2.6 / 20","3.0 / 210","2.4 / 30","1.9 / 210","3.1 / 10","3.6 / 60","1.6 / 30","2.2 / 110"
"20","3.8 / 50","5.0 / 10","2.3 / 30","1.7 / 230","1.7 / 20","2.5 / 220","2.6 / 220","2.6 / 40","4.8 / 30","4.8 / 50","1.9 / 30","2.5 / 110"
"21","3.8 / 10","3.5 / 60","1.7 / 40","1.4 / 200","0.9 / 360","2.6 / 210","2.5 / 230","2.5 / 50","3.7 / 60","3.1 / 150","2.3 / 230","2.5 / 200"
"22","4.2 / 30","2.1 / 360","1.0 / 360","1.4 / 30","1.9 / 30","2.4 / 20","2.9 / 220","2.0 / 40","3.8 / 60","1.6 / 210","3.0 / 30","3.3 / 30"
"23","9.4 / 10","5.5 / 10","4.1 / 10","1.9 / 220","2.3 / 30","2.2 / 10","2.4 / 40","2.1 / 10","3.5 / 50","3.3 / 40","6.3 / 30","5.3 / 50"
"24","5.9 / 10","6.1 / 30","6.3 / 10","1.2 / 30","2.0 / 50","2.4 / 220","2.0 / 30","2.1 / 10","3.7 / 50","2.9 / 40","5.9 / 30","3.1 / 60"
"25","4.8 / 10","4.5 / 60","4.5 / 10","1.7 / 20","1.5 / 40","2.0 / 170","2.1 / 40","2.6 / 20","4.2 / 40","1.4 / 10","3.9 / 60","2.3 / 80"
"26","2.4 / 60","3.2 / 60","4.0 / 10","1.5 / 40","1.8 / 40","2.1 / 30","2.6 / 220","2.6 / 360","4.8 / 10","1.8 / 360","3.1 / 10","1.9 / 50"
"27","2.3 / 160","2.8 / 10","2.5 / 200","1.8 / 100","2.2 / 220","2.2 / 210","2.3 / 170","2.8 / 30","11.9 / 20","1.8 / 40","5.8 / 10","7.8 / 10"
"28","1.5 / 220","2.1 / 30","3.0 / 220","3.3 / 40","1.7 / 30","2.4 / 200","2.2 / 10","4.0 / 10","7.2 / 160","2.3 / 40","6.2 / 50","4.5 / 20"
"29","1.2 / 260","5.1 / 30","2.2 / 360","2.7 / 40","2.6 / 20","2.5 / 20","2.0 / 40","2.9 / 40","2.0 / 170","6.0 / 50","3.7 / 60","5.9 / 30"
"30","4.5 / 10","-- / --","1.9 / 210","2.0 / 210","2.7 / 220","2.4 / 20","2.9 / 40","1.9 / 40","2.7 / 150","5.1 / 50","1.4 / 30","3.4 / 50"
"31","4.2 / 30","-- / --","1.5 / 30","-- / --","2.1 / 30","-- / --","3.1 / 40","2.4 / 40","-- / --","4.0 / 30","-- / --","1.4 / 50"
"平均","3.3","3.8","2.8","1.8","2.3","2.3","2.6","2.5","3.5","3.5","3.4","3.6"
