
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","79","89","55","82","86","65","71","70","63","73","75","85"
"02","89","87","59","79","70","86","76","73","74","73","69","80"
"03","92","87","63","79","68","83","75","75","85","84","68","88"
"04","91","90","74","88","71","71","67","69","86","77","88","92"
"05","89","81","73","87","82","85","68","65","89","83","86","82"
"06","85","57","82","87","78","87","71","77","88","81","83","67"
"07","74","55","83","80","84","84","87","77","79","80","67","71"
"08","76","61","83","89","85","75","84","79","80","85","80","84"
"09","73","63","89","90","84","75","80","79","90","88","73","76"
"10","85","61","85","90","80","85","87","81","88","91","87","77"
"11","87","71","81","93","74","86","86","81","84","92","69","78"
"12","79","81","91","91","76","79","83","77","85","87","68","82"
"13","85","77","90","89","88","78","78","75","82","78","78","81"
"14","78","87","73","90","85","90","76","67","77","83","83","73"
"15","84","75","84","90","81","79","68","67","73","90","82","70"
"16","86","72","91","86","87","78","68","65","76","82","77","61"
"17","86","78","91","84","78","85","78","75","88","86","77","64"
"18","64","90","91","88","93","84","82","77","82","86","75","69"
"19","78","89","92","77","88","75","75","80","75","83","85","77"
"20","85","62","79","79","86","77","78","77","74","80","81","78"
"21","91","59","82","79","88","75","74","78","76","76","85","75"
"22","88","71","88","87","93","72","72","71","82","81","87","84"
"23","78","85","90","82","94","77","74","75","80","79","88","65"
"24","64","75","72","87","93","76","75","77","80","79","84","65"
"25","62","71","78","90","90","76","72","79","86","78","85","72"
"26","62","89","58","87","88","80","72","78","88","80","82","78"
"27","64","92","72","82","86","72","68","83","90","85","83","85"
"28","84","76","60","79","85","78","70","73","71","84","63","73"
"29","90","66","65","66","76","77","65","60","74","82","70","68"
"30","88","--","78","70","77","75","72","61","69","73","84","70"
"31","79","--","87","--","78","--","79","66","--","76","--","84"
"平均","80","76","79","84","83","79","75","74","80","82","79","76"
