
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","9.0","16.5","4.1","13.3","14.0","16.3","18.0","25.0","15.8","21.0","15.8","10.8"
"02","17.5","17.5","9.0","10.0","12.0","17.0","17.5","28.8","26.3","28.8","15.3","11.0"
"03","26.3","17.0","17.5","11.0","14.0","25.0","22.5","8.3","12.0","27.5","11.8","7.3"
"04","18.0","9.8","4.5","10.5","12.3","27.5","26.3","18.0","13.5","25.0","20.3","5.3"
"05","19.3","13.0","11.8","12.5","11.0","18.8","27.5","27.5","14.8","11.5","14.3","9.0"
"06","3.6","10.3","15.5","16.8","15.5","28.8","18.0","30.0","14.8","13.8","11.0","7.0"
"07","7.3","8.3","10.5","9.3","13.0","14.8","21.3","30.0","23.8","27.5","17.0","3.5"
"08","16.8","17.0","11.3","15.0","18.8","19.5","18.0","19.3","15.5","26.3","2.9","4.8"
"09","13.8","11.8","7.5","18.0","25.0","15.0","18.8","16.8","15.8","22.5","12.0","4.8"
"10","25.0","13.5","11.5","22.5","15.0","30.0","22.5","22.5","19.3","13.0","14.3","3.9"
"11","8.8","15.3","14.3","11.3","6.0","13.0","19.0","22.0","13.3","6.0","15.8","4.8"
"12","7.3","13.5","17.5","14.8","11.5","21.8","20.0","27.5","11.6","7.8","8.5","9.3"
"13","9.3","13.3","9.8","14.5","10.5","26.3","30.0","30.0","11.3","6.3","6.0","11.3"
"14","12.8","6.8","11.0","15.8","18.0","21.3","22.8","28.8","28.8","22.5","14.8","3.8"
"15","4.5","13.5","19.5","14.3","14.0","21.3","18.8","25.0","23.8","9.5","17.5","6.3"
"16","15.5","4.5","19.5","25.0","13.0","30.0","19.0","18.5","25.0","11.0","14.0","5.8"
"17","5.8","15.3","15.8","13.8","23.8","28.8","23.8","30.0","28.8","13.5","17.5","9.8"
"18","11.5","27.5","10.5","12.5","16.8","35.0","28.8","30.0","23.8","8.3","22.8","9.5"
"19","4.9","17.0","7.8","12.5","14.3","32.5","27.5","12.8","18.5","8.0","10.0","6.5"
"20","12.0","14.0","8.0","9.5","10.8","30.0","26.3","11.0","18.8","14.3","10.0","6.8"
"21","14.3","27.5","8.8","5.8","10.0","25.0","30.0","22.0","16.3","5.3","7.8","7.3"
"22","10.8","8.0","11.5","6.5","7.3","35.0","18.5","17.8","23.8","5.0","11.3","6.5"
"23","13.8","12.8","8.0","6.8","6.8","27.5","28.8","23.0","30.0","11.8","10.5","7.5"
"24","4.9","26.3","9.4","10.5","23.3","32.5","19.5","18.5","7.5","20.0","15.0","7.8"
"25","12.5","12.0","14.8","19.5","14.3","26.3","22.5","25.0","15.0","22.5","14.5","8.8"
"26","4.2","10.3","16.5","16.0","15.0","21.5","17.0","25.0","18.8","16.0","23.8","13.5"
"27","13.0","7.5","12.3","22.0","14.0","30.0","19.5","8.5","5.0","23.8","11.0","12.0"
"28","12.0","20.3","4.5","16.3","8.3","30.0","28.8","27.5","6.3","13.0","12.8","17.5"
"29","20.0","17.0","19.0","15.3","19.5","28.8","30.0","11.3","22.5","14.5","8.3","18.8"
"30","12.8","--","9.1","18.8","17.5","22.0","18.0","25.0","14.8","21.3","9.8","11.8"
"31","13.0","--","20.5","--","30.0","--","27.5","16.0","--","17.0","--","14.3"
"平均","12.3","14.4","12.0","14.0","14.7","25.0","22.8","22.0","17.8","15.9","13.2","8.6"
