
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"21","3.4 / 30","1.5 / 20","3.4 / 10","2.7 / 240","4.6 / 40","1.4 / 240","3.6 / 130","2.5 / 40","2.3 / 40","2.1 / 80","1.9 / 230","1.9 / 210"
"22","6.4 / 10","1.9 / 60","2.8 / 50","1.9 / 60","3.1 / 40","1.6 / 30","3.1 / 140","3.6 / 10","2.0 / 240","1.9 / 210","0.9 / 40","5.4 / 10"
"23","5.8 / 30","2.7 / 220","4.3 / 20","1.7 / 220","2.8 / 30","1.8 / 40","3.6 / 140","4.6 / 30","2.5 / 50","4.0 / 40","5.0 / 10","7.8 / 10"
"24","4.5 / 10","2.1 / 350","5.8 / 20","2.0 / 200","2.2 / 10","1.8 / 40","3.2 / 140","5.1 / 60","4.5 / 30","2.5 / 60","4.0 / 50","3.9 / 80"
"25","6.4 / 10","5.3 / 10","2.8 / 50","3.5 / 240","2.7 / 40","1.7 / 30","2.9 / 60","2.7 / 60","4.9 / 50","2.5 / 90","2.2 / 50","2.0 / 80"
"26","2.1 / 50","6.2 / 10","2.7 / 80","3.0 / 70","3.0 / 40","1.9 / 200","1.1 / 20","2.3 / 10","4.7 / 50","2.6 / 90","4.9 / 10","4.1 / 60"
"27","2.7 / 220","4.3 / 30","3.1 / 120","1.9 / 220","2.5 / 30","2.3 / 30","2.4 / 110","2.1 / 220","5.9 / 30","1.6 / 130","2.5 / 60","2.1 / 230"
"28","1.4 / 340","3.1 / 350","3.0 / 150","1.1 / 210","3.3 / 40","2.9 / 100","3.0 / 140","3.3 / 250","9.8 / 10","3.6 / 60","1.2 / 210","2.7 / 50"
"29","4.6 / 10","2.2 / 10","3.8 / 160","1.7 / 210","2.4 / 50","3.5 / 160","2.6 / 60","3.0 / 250","5.7 / 350","3.0 / 60","3.5 / 10","3.1 / 70"
"30","4.8 / 10","-- / --","2.5 / 210","2.8 / 220","1.5 / 30","2.4 / 10","4.3 / 40","1.7 / 30","3.5 / 10","2.5 / 10","2.0 / 30","7.0 / 10"
"31","3.8 / 10","-- / --","5.4 / 10","-- / --","4.7 / 30","-- / --","7.6 / 30","1.6 / 30","-- / --","5.4 / 30","-- / --","3.8 / 10"
"平均","3.8","3.7","2.9","2.3","2.5","2.6","2.9","3.2","3.3","3.5","2.8","3.8"
