
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","1024.0","1020.5","1015.3","1020.5","1005.6","1009.2","1010.4","990.9","1009.3","1016.1","1018.8","1015.6"
"02","1022.3","1025.2","1015.3","1015.7","1005.6","1006.3","1007.9","985.8","1008.9","1015.0","1017.2","1014.7"
"03","1021.7","1024.4","1016.6","1019.0","1008.6","1005.0","1005.6","996.4","1009.3","1011.7","1015.6","1017.7"
"04","1027.9","1020.4","1014.2","1017.1","1008.9","1003.3","1005.7","1000.9","1011.4","1011.9","1015.6","1019.0"
"05","1025.1","1017.6","1011.0","1015.4","1010.4","1004.6","1007.5","1002.0","1013.2","1014.4","1017.5","1018.5"
"06","1022.8","1010.9","1011.7","1018.5","1011.2","1004.7","1008.0","999.1","1013.8","1016.6","1019.2","1021.2"
"07","1026.3","1018.8","1011.9","1019.2","1010.0","1004.0","1006.9","996.2","1013.1","1016.6","1018.1","1018.6"
"08","1024.0","1024.5","1012.8","1017.7","1006.4","1004.3","1006.3","997.3","1012.1","1014.9","1014.4","1017.8"
"09","1024.3","1022.0","1017.4","1016.9","1008.5","1002.6","1006.2","1000.6","1010.7","1012.7","1014.3","1019.3"
"10","1023.5","1020.2","1020.2","1013.8","1011.1","999.6","1005.0","1003.0","1010.5","1013.2","1013.9","1019.0"
"11","1026.9","1022.9","1022.7","1011.3","1009.7","997.0","1005.0","1005.2","1010.3","1013.9","1018.7","1019.7"
"12","1024.5","1019.6","1024.1","1010.8","1007.6","998.9","1005.6","1005.3","1009.1","1013.5","1019.5","1022.9"
"13","1020.7","1019.2","1022.6","1010.0","1005.7","1002.9","1005.1","1005.4","1008.3","1012.5","1017.1","1021.4"
"14","1014.9","1015.7","1019.5","1012.9","1007.2","1002.3","1004.3","1005.7","1009.2","1013.5","1018.6","1018.8"
"15","1011.1","1015.3","1016.7","1009.3","1007.9","1001.2","1005.8","1004.7","1009.1","1015.2","1021.0","1015.9"
"16","1012.6","1018.9","1013.6","1011.5","1007.3","1005.0","1007.5","1005.1","1009.7","1013.6","1017.3","1016.4"
"17","1016.2","1022.6","1012.4","1012.3","1008.9","1005.0","1006.5","1009.2","1011.3","1014.6","1018.2","1019.0"
"18","1014.5","1026.0","1014.5","1010.3","1011.5","1001.8","1006.4","1009.3","1011.2","1018.9","1018.7","1022.8"
"19","1016.1","1025.2","1016.7","1010.5","1008.8","999.7","1007.1","1007.8","1012.8","1019.3","1018.7","1022.7"
"20","1017.2","1020.1","1016.7","1009.7","1006.7","998.7","1005.8","1006.6","1013.7","1018.1","1017.7","1020.1"
"21","1016.7","1014.5","1019.1","1006.5","1009.9","1005.8","1003.6","1006.4","1011.6","1017.7","1014.0","1016.7"
"22","1020.2","1011.2","1014.4","1011.9","1010.4","1007.1","1002.9","1005.1","1009.1","1015.7","1011.7","1021.5"
"23","1022.3","1010.8","1014.7","1010.8","1009.0","1005.4","1003.3","1003.9","1008.3","1016.9","1014.6","1027.4"
"24","1019.0","1012.2","1022.5","1007.9","1007.3","1005.8","1006.9","1003.1","1009.3","1016.3","1020.2","1025.0"
"25","1022.6","1015.1","1022.7","1005.8","1008.2","1005.9","1008.8","1005.7","1011.6","1016.0","1015.9","1021.7"
"26","1021.3","1019.1","1022.6","1013.4","1009.3","1006.0","1006.8","1002.6","1011.4","1015.2","1018.0","1020.7"
"27","1017.7","1018.6","1022.8","1011.6","1010.0","1007.3","1005.5","999.5","1010.1","1015.5","1020.2","1016.7"
"28","1016.9","1014.6","1021.1","1011.2","1010.8","1006.0","1006.0","1000.4","1006.2","1018.0","1015.6","1018.9"
"29","1018.6","1015.9","1018.8","1008.5","1010.2","1004.4","1004.4","1006.5","1012.5","1016.3","1016.7","1015.7"
"30","1020.3","--","1015.5","1006.1","1007.4","1008.4","1000.6","1009.0","1015.5","1014.1","1015.6","1023.1"
"31","1021.7","--","1022.4","--","1010.0","--","996.0","1009.1","--","1016.6","--","1023.2"
"平均","1020.4","1018.7","1017.5","1012.5","1008.7","1003.9","1005.6","1002.8","1010.8","1015.3","1017.1","1019.7"
