
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","72","85","89","57","75","84","73","87","69","61","64","90"
"02","67","86","93","67","71","87","70","90","65","63","73","90"
"03","86","90","95","67","76","85","72","81","67","62","70","76"
"04","78","92","95","62","87","91","68","85","67","68","74","69"
"05","89","89","89","87","72","84","71","80","69","76","64","81"
"06","94","87","89","74","72","80","75","73","72","71","60","61"
"07","92","84","93","65","64","79","77","65","69","69","59","75"
"08","95","81","94","68","68","77","73","72","65","66","65","84"
"09","91","86","92","82","78","77","71","79","65","69","75","79"
"10","77","90","84","80","85","76","68","77","67","65","72","71"
"11","72","92","69","82","86","71","70","75","70","62","80","88"
"12","84","84","83","85","79","91","73","76","68","60","71","84"
"13","94","88","91","73","78","82","67","75","69","67","76","84"
"14","94","88","94","85","73","90","73","75","78","74","61","82"
"15","94","93","91","85","77","87","77","77","75","72","71","77"
"16","86","91","87","82","87","86","79","69","71","76","67","83"
"17","71","87","86","77","84","73","71","78","67","69","79","77"
"18","79","77","90","85","74","74","68","75","64","58","75","83"
"19","83","77","93","86","83","85","73","68","75","60","77","80"
"20","82","80","94","87","85","87","71","68","83","60","74","77"
"21","90","78","89","79","74","87","68","70","82","61","80","79"
"22","89","86","84","79","67","86","68","82","80","74","89","86"
"23","87","92","81","72","79","82","69","85","83","77","85","78"
"24","90","94","59","80","71","81","68","78","75","70","86","63"
"25","84","92","59","78","78","81","71","78","69","69","80","70"
"26","87","89","54","81","80","79","86","81","74","71","84","81"
"27","85","89","54","85","90","77","76","71","76","70","81","72"
"28","86","91","54","80","91","73","70","78","78","81","85","75"
"29","84","88","56","79","85","66","74","76","62","75","85","71"
"30","81","--","61","74","85","78","83","81","57","80","88","74"
"31","85","--","65","--","81","--","85","78","--","81","--","65"
"平均","85","87","81","77","79","81","73","77","71","69","75","78"
