
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","1.8 / 120","4.3 / 30","1.7 / 10","4.2 / 10","2.3 / 200","2.1 / 240","2.4 / 30","1.4 / 40","5.2 / 50","2.2 / 210","2.6 / 50","6.2 / 40"
"02","2.3 / 220","5.0 / 30","3.9 / 30","2.0 / 40","1.6 / 230","2.1 / 20","2.3 / 140","2.1 / 30","2.8 / 60","2.3 / 210","2.1 / 350","5.0 / 40"
"03","2.1 / 50","2.0 / 40","2.4 / 60","2.3 / 90","1.7 / 30","1.0 / 20","2.8 / 230","2.1 / 40","0.8 / 240","4.1 / 40","5.5 / 10","3.4 / 360"
"04","2.1 / 60","1.4 / 210","1.5 / 210","3.1 / 150","1.8 / 40","1.5 / 360","2.2 / 220","2.4 / 30","1.6 / 50","6.2 / 40","6.5 / 40","5.2 / 10"
"05","1.6 / 30","3.5 / 30","1.9 / 40","2.1 / 30","1.5 / 50","1.5 / 30","2.6 / 200","2.9 / 230","2.4 / 30","4.5 / 50","3.4 / 60","5.4 / 10"
"06","1.8 / 50","4.8 / 40","5.0 / 10","1.5 / 200","3.2 / 10","2.2 / 20","2.9 / 200","3.6 / 210","3.5 / 130","4.4 / 50","1.6 / 90","2.3 / 50"
"07","2.0 / 30","3.4 / 50","3.0 / 30","2.2 / 240","2.9 / 40","2.6 / 30","2.7 / 10","4.0 / 220","2.1 / 50","5.6 / 40","2.4 / 330","2.6 / 10"
"08","2.4 / 20","2.3 / 330","1.0 / 230","2.0 / 30","1.6 / 10","2.6 / 30","2.4 / 230","3.0 / 220","1.8 / 60","5.3 / 50","4.6 / 20","7.1 / 10"
"09","4.0 / 30","6.1 / 10","0.7 / 270","1.9 / 40","2.2 / 230","2.4 / 220","1.9 / 30","4.4 / 210","1.7 / 220","3.4 / 50","3.2 / 50","1.8 / 30"
"10","3.4 / 50","6.2 / 10","3.7 / 30","3.1 / 220","1.9 / 50","2.4 / 220","2.4 / 20","4.6 / 220","2.2 / 210","2.6 / 50","1.9 / 120","2.5 / 170"
"11","3.6 / 50","4.9 / 30","1.2 / 50","3.5 / 10","1.7 / 190","2.2 / 210","2.2 / 20","2.6 / 200","1.9 / 40","3.9 / 60","4.2 / 20","4.8 / 30"
"12","3.5 / 30","3.5 / 60","2.1 / 40","4.3 / 30","1.9 / 210","2.7 / 230","1.9 / 50","2.8 / 30","2.9 / 50","6.3 / 30","3.0 / 30","4.1 / 60"
"13","4.6 / 30","3.0 / 60","2.8 / 10","2.5 / 50","2.1 / 20","2.1 / 240","2.5 / 220","2.2 / 20","5.6 / 360","9.3 / 30","1.8 / 10","5.4 / 60"
"14","4.9 / 40","3.2 / 60","6.0 / 10","1.4 / 210","2.1 / 30","3.1 / 10","2.6 / 210","2.2 / 30","3.5 / 230","5.0 / 50","2.0 / 30","2.1 / 80"
"15","4.4 / 40","1.8 / 120","3.2 / 30","2.0 / 40","2.7 / 50","1.5 / 50","2.7 / 140","1.8 / 40","3.4 / 240","1.9 / 20","2.1 / 20","1.5 / 50"
"16","3.5 / 50","2.0 / 190","2.0 / 360","1.7 / 30","2.1 / 340","1.1 / 220","3.4 / 160","2.2 / 20","3.2 / 220","3.0 / 40","2.0 / 60","7.4 / 10"
"17","1.8 / 30","1.9 / 220","2.0 / 10","1.9 / 200","2.4 / 30","3.0 / 20","2.4 / 160","2.4 / 30","1.9 / 40","5.8 / 20","2.0 / 40","5.6 / 30"
"18","2.0 / 340","3.3 / 40","1.3 / 10","2.3 / 220","2.4 / 70","0.9 / 250","2.0 / 220","2.3 / 30","2.4 / 40","6.1 / 10","5.7 / 10","5.0 / 30"
"19","2.6 / 10","1.8 / 180","1.3 / 360","1.8 / 30","2.2 / 130","1.1 / 220","2.4 / 30","2.4 / 30","2.2 / 210","5.7 / 30","4.5 / 60","5.7 / 30"
"20","7.1 / 10","1.9 / 30","1.6 / 260","2.3 / 230","2.3 / 80","1.7 / 220","2.4 / 210","2.8 / 20","2.2 / 10","6.7 / 10","4.5 / 30","5.2 / 30"
"21","3.8 / 30","3.3 / 50","3.6 / 30","3.1 / 10","2.7 / 30","1.3 / 40","2.8 / 140","3.2 / 40","1.7 / 10","6.7 / 360","2.9 / 40","4.3 / 50"
"22","5.2 / 10","2.5 / 220","2.8 / 50","4.3 / 20","2.1 / 50","1.9 / 30","2.8 / 120","3.1 / 100","2.2 / 40","4.6 / 340","4.4 / 10","2.6 / 60"
"23","5.1 / 50","5.7 / 10","3.6 / 360","3.0 / 50","1.6 / 30","2.1 / 210","2.6 / 360","2.1 / 160","2.4 / 130","4.2 / 30","6.1 / 10","1.9 / 120"
"24","4.4 / 30","4.5 / 10","2.5 / 40","1.2 / 50","2.7 / 20","2.4 / 200","2.7 / 30","2.0 / 200","2.3 / 210","5.8 / 30","4.4 / 40","4.5 / 210"
