
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","0.0","1.1","0.8","10.4","0.0","0.0","4.5","0.0","32.5","0.0","60.5","53.0"
"02","0.0","0.0","0.0","0.0","0.6","337.6","0.0","0.0","44.5","0.0","25.8","49.5"
"03","11.1","0.0","0.0","0.0","1.8","73.9","1.0","0.0","35.0","0.9","17.5","29.0"
"04","1.6","0.0","1.0","0.0","0.0","27.7","T","0.0","0.5","1.0","18.5","0.0"
"05","0.0","0.6","0.0","0.0","T","T","0.0","0.0","0.0","3.0","3.0","3.0"
"06","3.5","0.0","19.5","0.1","21.5","0.0","0.0","0.0","0.0","46.0","1.0","5.0"
"07","0.7","0.0","7.1","0.1","T","0.0","1.0","0.0","0.0","2.0","T","42.0"
"08","6.7","4.0","3.0","0.0","0.2","0.0","0.1","0.0","0.4","31.5","9.0","8.5"
"09","T","6.2","3.5","0.0","0.3","0.0","0.0","0.0","0.0","3.0","22.5","7.5"
"10","0.0","0.0","98.0","0.0","0.0","0.6","0.0","0.0","0.0","4.5","0.5","2.0"
"11","2.8","0.0","3.3","15.0","0.0","3.1","0.0","1.5","0.0","28.5","50.5","0.0"
"12","6.0","0.0","0.0","22.6","24.9","32.7","0.0","0.0","0.4","10.5","24.0","43.0"
"13","48.4","0.0","8.4","1.0","31.2","7.1","0.0","0.0","7.5","57.5","62.0","30.5"
"14","21.0","0.0","4.3","0.5","0.0","88.3","0.0","0.0","14.0","76.0","26.5","2.0"
"15","17.3","0.0","0.0","0.0","12.8","82.0","0.0","0.0","0.0","47.5","1.5","1.0"
"16","13.0","0.0","28.0","0.0","49.5","42.8","0.0","0.0","0.0","8.5","2.5","47.5"
"17","0.0","0.0","17.0","0.0","10.5","76.0","0.0","0.0","0.0","9.5","0.0","4.5"
"18","T","13.6","2.8","0.2","T","22.5","0.0","0.0","0.0","7.5","33.5","43.0"
"19","3.1","0.0","9.0","2.8","4.2","0.1","0.0","0.0","0.0","3.0","32.0","22.5"
"20","28.5","14.7","0.0","0.9","2.0","0.0","0.0","0.0","0.0","37.5","82.5","0.5"
"21","0.0","8.4","3.6","50.0","7.5","26.0","0.0","6.7","0.0","0.7","27.5","0.0"
"22","0.0","20.5","0.5","9.5","0.0","0.0","0.0","2.5","0.0","0.0","8.5","0.0"
"23","0.0","23.0","2.4","T","0.0","0.0","0.0","0.0","0.0","0.0","8.9","0.0"
"24","24.3","59.2","0.0","0.1","32.9","0.0","0.0","0.0","0.0","0.3","1.5","0.0"
"25","8.0","80.2","36.1","T","1.3","0.0","0.0","0.0","0.0","0.0","77.0","0.0"
"26","3.2","29.0","8.0","14.5","0.0","0.0","0.0","0.0","0.0","0.0","4.5","0.0"
"27","8.5","0.0","0.0","14.2","15.9","0.0","0.0","0.0","0.0","0.4","14.5","0.0"
"28","17.0","4.0","0.0","0.0","0.5","3.0","0.1","0.0","17.5","T","0.0","0.3"
"29","0.0","--","0.0","0.0","6.3","1.5","57.0","0.0","36.5","0.0","0.0","16.0"
"30","26.5","--","0.0","0.0","5.0","0.0","4.0","0.0","0.0","0.5","92.5","27.5"
"31","3.5","--","32.5","--","0.2","--","0.2","9.5","--","30.0","--","21.0"
"總和","254.7","264.5","288.8","141.9","229.1","824.9","67.9","20.2","188.8","409.8","708.2","458.8"
