
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","0.0","8.0","15.9","0.0","1.6","1.7","0.0","0.0","7.3","0.0","4.3","8.0"
"02","0.0","11.5","11.0","0.0","2.3","0.0","1.7","0.0","2.8","18.8","20.2","2.5"
"03","0.0","24.0","3.8","0.0","5.8","0.0","2.5","0.0","0.0","0.0","15.8","6.2"
"04","0.0","24.0","22.5","0.0","11.6","7.1","6.2","0.0","1.8","2.9","11.2","1.5"
"05","0.0","9.5","23.0","0.0","20.6","0.5","1.5","0.0","0.0","1.2","1.0","3.2"
"06","8.5","19.5","17.4","1.5","0.0","6.3","0.0","0.6","0.5","0.0","0.0","20.4"
"07","16.2","7.3","20.6","24.0","2.7","5.7","0.0","7.2","9.1","0.0","0.0","7.7"
"08","0.0","7.6","12.5","17.6","1.6","0.0","0.5","24.0","0.0","5.3","0.0","22.2"
"09","0.0","16.0","0.0","20.7","6.5","0.0","6.3","11.0","0.0","19.5","13.5","8.5"
"10","0.0","0.0","15.8","24.0","6.4","0.0","23.5","0.0","0.0","2.6","12.5","8.1"
"11","0.0","0.0","24.0","23.5","1.0","0.0","0.0","0.5","0.0","5.0","8.4","10.1"
"12","10.5","0.0","15.5","9.3","7.0","0.0","2.7","0.0","0.0","0.0","11.0","17.2"
"13","3.0","0.0","0.0","0.0","0.0","1.0","0.0","6.4","0.5","0.0","0.0","6.5"
"14","8.5","0.0","0.0","0.0","0.0","1.9","0.0","2.0","11.1","0.0","3.0","10.0"
"15","0.8","3.8","0.0","0.0","0.0","0.0","0.0","0.0","2.2","0.0","3.8","18.5"
"16","1.0","4.0","0.0","0.0","0.0","0.0","0.0","1.5","7.9","0.0","0.0","0.0"
"17","0.0","1.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","0.0","0.0","0.0","6.2","0.0","0.0","0.0","5.7","0.0","9.8","0.0","0.0"
"19","0.0","0.0","0.0","2.7","0.0","0.4","8.8","0.0","0.0","11.0","0.0","18.3"
"20","0.0","0.0","0.0","5.5","17.2","0.0","4.3","0.9","0.0","3.7","8.7","0.0"
"21","5.3","0.0","19.0","8.8","16.5","1.8","0.0","5.7","0.0","8.5","8.6","5.3"
"22","0.0","8.5","1.5","4.3","13.7","0.0","0.0","11.4","0.0","4.4","3.6","0.0"
"23","0.0","18.5","17.5","0.0","14.6","4.8","0.0","10.5","0.0","5.5","3.0","0.0"
"24","0.0","10.5","24.0","4.3","20.6","2.3","0.0","1.3","4.7","11.6","0.0","7.3"
"25","0.0","0.0","24.0","0.0","6.0","0.0","0.8","5.7","0.0","0.0","6.5","24.0"
"26","11.1","8.3","16.3","0.0","9.0","0.0","0.0","3.2","1.5","0.0","0.0","4.7"
"27","21.3","24.0","10.6","0.0","0.5","0.0","0.0","12.6","11.2","0.0","0.0","21.0"
"28","24.0","11.1","0.0","0.0","0.0","0.0","0.0","10.8","24.0","12.8","0.0","9.1"
"29","7.9","--","0.0","2.3","0.0","0.0","0.4","12.3","8.6","0.0","6.4","4.5"
"30","22.5","--","0.0","0.0","0.0","0.0","0.5","13.7","1.7","3.7","16.2","24.0"
"31","24.0","--","0.0","--","3.5","--","0.0","11.4","--","9.7","--","10.5"
"總和","164.6","217.8","294.9","154.7","168.7","33.5","59.7","158.4","94.9","136.0","157.7","279.3"
