
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","0.0","0.4","5.2","0.0","12.6","0.6","0.0","0.0","20.5","0.0","0.1","12.6"
"02","0.0","4.2","1.0","0.0","7.5","0.0","13.0","0.0","1.0","22.4","14.7","1.4"
"03","0.0","61.0","2.6","0.0","2.0","0.0","21.9","0.0","0.0","0.0","28.9","6.9"
"04","0.0","22.2","22.1","0.0","13.5","0.4","8.2","0.0","T","0.4","21.1","T"
"05","0.0","9.5","15.4","0.0","35.0","T","T","0.0","0.0","1.6","0.8","1.5"
"06","11.0","6.0","14.4","1.4","0.0","7.1","0.0","1.2","0.3","0.0","0.0","21.9"
"07","15.5","12.8","7.8","14.5","0.4","29.5","0.0","9.5","65.8","0.0","0.0","0.3"
"08","0.0","13.5","1.9","11.3","0.4","0.0","5.5","317.0","0.0","8.0","0.0","4.8"
"09","0.0","1.5","0.0","8.0","21.0","0.0","29.7","11.7","0.0","96.6","10.0","27.1"
"10","0.0","0.0","24.4","22.0","12.1","0.0","42.4","0.0","0.0","3.2","4.0","27.9"
"11","0.0","0.0","59.2","17.7","T","0.0","0.0","0.1","0.0","4.4","8.5","1.5"
"12","27.4","0.0","20.6","4.7","38.0","0.0","18.2","0.0","0.0","0.0","7.1","16.1"
"13","1.7","0.0","0.0","0.0","0.0","2.6","0.0","29.0","0.2","0.0","0.0","0.4"
"14","6.0","0.0","0.0","0.0","0.0","1.0","0.0","17.0","18.9","0.0","0.4","7.0"
"15","T","3.7","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.0","0.4","14.6"
"16","T","7.1","0.0","0.0","0.0","0.0","0.0","1.8","132.7","0.0","0.0","0.0"
"17","0.0","T","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","0.0","0.0","0.0","14.5","0.0","0.0","0.0","25.5","0.0","16.5","0.0","0.0"
"19","0.0","0.0","0.0","2.3","0.0","T","46.5","0.0","0.0","15.5","0.0","14.5"
"20","0.0","0.0","0.0","23.0","37.8","0.0","0.7","1.0","0.0","2.5","37.8","0.0"
"21","0.3","0.0","8.5","17.0","1.8","4.0","0.0","7.5","0.0","3.3","5.5","0.2"
"22","0.0","0.4","0.1","0.3","13.6","0.0","0.0","17.3","0.0","0.6","2.2","0.0"
"23","0.0","1.9","90.2","0.0","17.0","0.9","0.0","21.2","0.0","1.9","0.2","0.0"
"24","0.0","22.6","16.5","1.0","27.2","1.0","0.0","0.3","5.5","8.4","0.0","2.4"
"25","0.0","0.0","77.4","0.0","7.6","0.0","0.1","47.5","0.0","0.0","4.0","34.6"
"26","4.0","6.5","16.0","0.0","14.2","0.0","0.0","2.4","1.0","0.0","0.0","1.4"
"27","31.0","9.6","26.7","0.0","T","0.0","0.0","68.0","11.0","0.0","0.0","22.5"
"28","10.3","4.5","0.0","0.0","0.0","0.0","0.0","80.4","228.0","1.9","0.0","5.6"
"29","3.3","--","0.0","T","0.0","0.0","T","7.5","33.4","0.0","1.5","1.2"
"30","14.9","--","0.0","0.0","0.0","0.0","T","9.1","0.5","1.2","2.6","21.2"
"31","6.8","--","0.0","--","0.6","--","0.0","4.2","--","3.0","--","1.4"
"總和","132.2","187.4","410.0","137.7","262.3","47.1","186.2","679.2","519.3","191.4","149.8","249.0"
