
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","1028.7","1027.7","1022.7","1012.6","1011.7","1009.7","1002.3","1011.4","1009.8","1013.1","1020.7","1018.2"
"02","1027.4","1025.8","1017.8","1008.9","1009.8","1009.9","1003.1","1011.4","1012.0","1015.0","1021.2","1016.7"
"03","1022.7","1024.6","1013.7","1008.5","1009.4","1009.6","1004.2","1010.4","1013.2","1015.0","1020.9","1023.3"
"04","1017.8","1024.0","1020.1","1011.1","1013.4","1009.3","1004.3","1008.2","1012.8","1017.9","1017.7","1025.7"
"05","1015.4","1026.5","1019.0","1012.0","1011.8","1006.8","1002.9","1006.5","1009.1","1016.9","1015.7","1019.5"
"06","1015.9","1024.8","1018.9","1012.7","1009.2","1009.5","1000.0","1005.3","1005.8","1015.7","1015.5","1022.3"
"07","1022.5","1020.3","1020.0","1019.2","1011.8","1009.9","999.8","999.7","1007.9","1012.9","1016.6","1024.6"
"08","1027.9","1025.6","1017.5","1022.5","1009.7","1008.1","1000.9","983.7","1010.1","1009.6","1016.6","1024.9"
"09","1026.3","1027.3","1021.3","1019.6","1010.2","1007.2","1001.0","999.6","1012.7","1011.3","1018.2","1017.8"
"10","1025.2","1022.1","1026.6","1019.7","1011.9","1007.6","993.3","1006.3","1013.3","1013.5","1021.1","1013.9"
"11","1025.0","1017.1","1023.9","1020.6","1009.0","1008.0","993.3","1008.0","1011.4","1018.7","1021.0","1018.2"
"12","1025.4","1018.7","1021.6","1018.3","1013.2","1008.9","1000.3","1008.3","1012.8","1021.0","1019.0","1019.2"
"13","1018.4","1019.2","1018.9","1018.5","1012.5","1008.8","1003.2","1008.0","1014.9","1020.8","1015.6","1017.3"
"14","1020.7","1018.5","1019.2","1017.5","1013.0","1009.8","1003.5","1007.3","1013.7","1018.1","1016.1","1016.9"
"15","1023.5","1017.2","1017.6","1016.5","1011.4","1010.0","1003.0","1007.0","1011.8","1015.6","1017.9","1020.2"
"16","1023.1","1016.8","1016.6","1015.0","1010.4","1007.9","1001.1","1006.0","1012.9","1015.0","1014.6","1024.3"
"17","1027.0","1018.4","1013.9","1013.8","1009.6","1004.6","1002.7","1006.9","1015.7","1014.9","1014.8","1028.7"
"18","1024.1","1022.0","1011.4","1011.1","1007.7","1004.1","1003.6","1008.1","1015.4","1013.4","1016.5","1027.4"
"19","1024.6","1024.1","1013.6","1006.9","1006.8","1007.0","1004.9","1007.8","1012.9","1009.7","1019.2","1026.0"
"20","1020.8","1019.1","1016.0","1007.4","1009.3","1008.2","1008.5","1005.4","1010.2","1007.9","1018.7","1021.7"
"21","1019.7","1016.1","1018.3","1016.0","1013.9","1008.3","1009.3","1001.9","1009.6","1010.5","1018.6","1022.6"
"22","1022.5","1017.5","1020.8","1020.1","1009.3","1007.7","1009.0","998.8","1010.5","1012.1","1017.7","1019.5"
"23","1022.5","1016.2","1021.5","1019.4","1006.7","1008.8","1010.3","995.3","1007.8","1011.8","1017.6","1018.7"
"24","1021.3","1015.8","1026.5","1018.0","1005.8","1008.6","1009.3","999.4","1006.3","1015.1","1017.6","1016.8"
"25","1020.0","1014.0","1028.2","1018.6","1008.6","1006.7","1007.8","1006.0","1005.7","1017.9","1017.9","1021.2"
"26","1019.5","1016.0","1024.5","1016.6","1010.6","1006.4","1009.8","1009.3","1007.6","1016.2","1024.1","1021.3"
"27","1019.4","1018.2","1022.3","1013.8","1007.2","1007.8","1011.5","1009.6","1006.7","1015.3","1026.0","1023.8"
"28","1021.1","1018.0","1019.8","1010.8","1003.9","1008.4","1011.6","1008.1","996.7","1018.4","1023.9","1029.0"
"29","1019.5","--","1017.2","1010.7","1005.8","1006.8","1011.6","1007.1","1004.1","1017.5","1020.9","1027.6"
"30","1023.2","--","1015.7","1013.4","1005.8","1004.4","1011.7","1007.8","1013.0","1019.2","1019.7","1026.3"
"31","1028.0","--","1014.4","--","1008.1","--","1011.3","1008.6","--","1022.6","--","1028.9"
"平均","1022.6","1020.4","1019.3","1015.0","1009.6","1008.0","1004.8","1005.4","1010.2","1015.2","1018.7","1022.0"
