
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","18.5","17.1","17.6","18.3","21.6","26.4","29.1","27.8","28.0","27.4","23.7","16.6"
"02","18.1","17.4","16.2","19.9","25.2","28.6","29.5","29.1","28.6","26.7","25.8","17.3"
"03","15.5","16.9","16.7","21.6","27.0","27.9","29.5","28.0","27.7","26.6","24.4","18.3"
"04","15.9","16.8","17.2","24.2","26.2","27.5","30.0","30.8","28.2","26.2","26.1","19.5"
"05","18.6","18.5","15.9","22.5","27.9","27.9","32.5","31.0","29.1","26.7","25.9","19.3"
"06","17.9","17.1","16.7","22.4","26.8","28.7","31.7","32.5","27.3","26.0","25.0","18.3"
"07","18.0","18.1","19.0","17.2","22.8","28.4","31.1","32.0","27.1","26.7","22.8","18.8"
"08","20.2","18.1","18.0","17.9","20.0","28.9","31.1","30.5","26.9","25.1","25.2","21.1"
"09","19.7","18.3","17.4","19.6","20.6","27.2","30.4","30.5","26.4","24.2","26.0","20.8"
"10","18.2","16.9","19.7","22.0","21.4","26.7","30.2","28.6","26.7","24.1","23.9","22.7"
"11","19.5","18.0","21.7","22.7","23.3","26.4","29.8","27.3","26.8","24.6","21.3","24.3"
"12","20.2","18.7","18.3","21.7","23.4","25.6","30.1","28.0","27.2","25.2","20.5","19.2"
"13","20.4","18.6","14.7","25.1","22.0","26.3","30.4","28.5","27.6","24.7","18.1","19.6"
"14","21.4","12.7","17.4","23.3","22.3","26.3","31.3","30.5","27.7","23.4","18.7","22.9"
"15","14.1","12.7","18.0","22.1","23.8","24.7","31.6","30.9","28.1","24.1","20.0","22.9"
"16","11.9","15.6","20.0","22.5","26.4","26.4","30.8","28.6","28.1","24.9","20.4","15.0"
"17","14.3","17.6","19.0","24.6","27.4","27.0","30.5","28.5","28.0","24.8","16.7","13.9"
"18","13.9","19.6","17.2","26.2","29.2","28.8","29.4","27.8","28.5","26.4","15.8","--"
"19","16.3","16.3","18.9","24.6","23.8","29.6","29.5","28.8","29.5","27.1","17.6","--"
"20","16.1","15.3","18.6","21.9","23.5","30.6","30.2","27.8","29.6","24.1","20.8","--"
"21","17.7","15.1","21.8","20.9","26.0","30.6","30.5","28.5","29.1","21.9","21.9","--"
"22","17.4","16.1","23.6","20.5","27.3","29.9","30.4","28.6","28.7","23.0","21.7","--"
"23","17.6","17.7","24.7","21.7","21.4","28.4","30.3","28.4","29.4","24.9","21.4","--"
"24","11.2","15.5","19.9","20.2","23.9","28.7","30.8","28.7","29.3","25.2","20.7","--"
"25","11.1","14.1","18.7","19.2","24.2","29.4","30.2","29.2","28.5","25.1","19.8","--"
"26","15.2","13.7","16.3","18.6","26.7","30.2","28.9","30.2","28.3","25.2","20.3","--"
"27","12.2","17.0","16.7","21.8","26.8","30.5","28.6","29.8","28.4","23.0","20.7","--"
"28","10.2","18.7","17.5","23.2","27.6","30.4","29.3","30.0","28.5","21.6","21.9","--"
"29","13.3","--","20.0","24.4","27.5","30.1","30.3","29.6","27.9","22.3","22.8","--"
"30","13.7","--","18.2","19.2","26.8","28.6","29.1","29.3","27.4","22.7","19.7","--"
"31","16.5","--","18.2","--","25.9","--","28.4","28.8","--","22.6","--","--"
"平均","16.3","16.7","18.5","21.7","24.8","28.2","30.2","29.3","28.1","24.7","21.7","19.4"
