
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"01","2.1 / 50","2.2 / 200","4.4 / 220","1.1 / 320","3.2 / 30","4.0 / 330","2.2 / 10","2.5 / 350","3.1 / 40","3.6 / 40","1.6 / 60","5.4 / 20"
"02","4.1 / 20","4.5 / 20","5.7 / 360","1.9 / 40","1.9 / 80","2.9 / 230","2.3 / 30","3.6 / 320","4.2 / 30","4.4 / 20","2.0 / 120","3.0 / 50"
"03","6.1 / 20","2.9 / 50","2.9 / 60","1.9 / 100","2.1 / 120","2.5 / 40","2.1 / 30","6.8 / 240","5.4 / 50","4.4 / 10","2.2 / 40","3.4 / 40"
"04","3.5 / 20","2.9 / 50","2.7 / 20","3.4 / 160","2.1 / 20","1.5 / 20","2.8 / 220","6.8 / 240","5.0 / 60","7.4 / 360","1.6 / 120","1.6 / 280"
"05","2.1 / 360","1.6 / 20","2.6 / 40","2.3 / 210","2.2 / 210","2.3 / 30","5.1 / 210","7.1 / 230","2.6 / 40","5.7 / 50","2.0 / 40","2.2 / 320"
"06","3.2 / 10","1.7 / 220","2.4 / 40","1.4 / 30","1.9 / 40","2.3 / 30","3.9 / 210","5.4 / 210","2.0 / 30","3.6 / 50","3.8 / 40","1.4 / 240"
"07","4.4 / 20","1.7 / 360","1.8 / 220","5.7 / 10","2.9 / 10","1.7 / 40","3.7 / 220","3.9 / 220","1.1 / 30","1.6 / 210","4.7 / 30","2.3 / 60"
"08","2.2 / 50","2.8 / 30","1.9 / 360","5.6 / 20","4.2 / 20","2.0 / 360","3.5 / 210","3.0 / 220","1.4 / 140","4.0 / 20","2.1 / 90","0.9 / 200"
"09","1.7 / 40","1.9 / 40","2.0 / 360","2.5 / 40","3.9 / 30","1.9 / 240","2.2 / 40","2.5 / 210","1.6 / 40","5.1 / 20","1.3 / 130","1.7 / 200"
"10","2.5 / 20","2.1 / 30","2.5 / 50","2.6 / 190","3.3 / 30","1.8 / 200","2.2 / 200","2.2 / 30","1.9 / 40","4.9 / 50","3.9 / 20","1.7 / 200"
"11","2.3 / 30","2.0 / 360","2.0 / 200","2.5 / 220","2.0 / 20","1.3 / 20","2.5 / 210","1.8 / 200","2.4 / 40","4.6 / 30","4.4 / 360","1.3 / 200"
"12","2.0 / 40","1.8 / 200","4.0 / 360","2.5 / 30","2.0 / 320","1.7 / 40","2.5 / 200","1.7 / 30","2.6 / 30","3.8 / 30","5.5 / 20","4.4 / 30"
"13","1.6 / 220","4.1 / 360","4.4 / 10","2.2 / 160","1.5 / 10","1.8 / 30","2.7 / 30","1.8 / 40","1.7 / 50","2.8 / 20","4.9 / 360","2.2 / 50"
"14","1.8 / 40","6.3 / 360","1.6 / 40","1.8 / 10","1.4 / 30","2.3 / 10","2.9 / 30","2.6 / 240","2.3 / 40","1.6 / 40","2.2 / 20","1.1 / 220"
"15","6.4 / 360","6.2 / 10","2.0 / 30","1.6 / 320","1.6 / 200","1.9 / 50","3.8 / 140","3.8 / 210","2.3 / 30","2.4 / 30","2.4 / 60","1.8 / 180"
"16","6.3 / 360","3.4 / 60","1.8 / 350","2.0 / 200","3.1 / 150","1.4 / 10","3.3 / 120","2.6 / 210","2.1 / 30","3.0 / 60","4.2 / 10","6.9 / 10"
"17","2.9 / 10","1.6 / 360","2.4 / 10","3.2 / 360","2.2 / 200","1.0 / 210","1.8 / 20","2.3 / 190","1.8 / 30","2.8 / 50","3.7 / 360","5.9 / 30"
"18","4.3 / 360","2.3 / 210","3.3 / 30","2.0 / 180","3.9 / 220","2.0 / 30","2.3 / 40","1.7 / 200","2.3 / 40","1.8 / 110","3.1 / 200","-- / --"
"19","2.0 / 20","3.5 / 20","1.6 / 30","2.9 / 230","2.9 / 220","2.6 / 200","2.3 / 30","2.0 / 40","2.1 / 30","2.0 / 120","2.0 / 220","-- / --"
"20","4.2 / 50","6.2 / 20","2.2 / 210","2.5 / 340","1.7 / 50","3.3 / 20","3.2 / 30","1.7 / 30","2.2 / 30","4.6 / 360","3.3 / 50","-- / --"
"21","2.5 / 50","7.4 / 30","2.3 / 220","2.8 / 30","1.6 / 200","3.3 / 220","3.0 / 200","2.6 / 220","2.3 / 30","3.5 / 20","1.8 / 20","-- / --"
"22","3.0 / 220","3.5 / 20","2.0 / 20","2.8 / 30","4.0 / 240","2.1 / 30","2.7 / 200","2.8 / 210","3.3 / 40","1.7 / 50","1.8 / 30","-- / --"
"23","2.6 / 360","3.0 / 360","3.6 / 210","2.0 / 40","3.6 / 30","2.0 / 40","2.7 / 340","2.3 / 200","2.7 / 130","2.3 / 60","2.2 / 30","-- / --"
"24","8.3 / 350","5.9 / 360","2.7 / 360","3.0 / 10","1.5 / 170","2.7 / 210","2.8 / 100","2.0 / 50","2.6 / 60","1.8 / 30","7.0 / 30","-- / --"
"25","3.5 / 30","7.2 / 20","2.9 / 360","2.5 / 10","1.4 / 20","2.1 / 360","3.0 / 120","2.5 / 30","2.8 / 30","1.9 / 10","3.7 / 60","-- / --"
"26","1.9 / 230","6.3 / 30","4.3 / 360","4.3 / 30","2.3 / 360","2.8 / 140","4.4 / 60","2.2 / 70","2.7 / 40","1.9 / 40","2.3 / 30","-- / --"
"27","6.6 / 10","2.9 / 60","3.8 / 360","1.6 / 60","2.9 / 110","3.0 / 140","3.9 / 120","2.1 / 200","3.2 / 40","2.1 / 40","1.6 / 360","-- / --"
"28","5.5 / 10","2.2 / 40","3.1 / 20","2.2 / 360","2.4 / 90","2.0 / 30","5.5 / 150","2.1 / 180","2.9 / 40","1.3 / 60","3.4 / 60","-- / --"
"29","3.2 / 40","-- / --","1.7 / 320","3.1 / 40","3.5 / 30","2.5 / 200","2.6 / 140","2.6 / 120","3.0 / 30","1.2 / 10","1.7 / 230","-- / --"
"30","2.5 / 50","-- / --","2.3 / 340","3.6 / 20","4.1 / 30","2.5 / 30","2.3 / 360","2.5 / 60","2.7 / 30","1.3 / 30","3.4 / 20","-- / --"
"31","2.3 / 180","-- / --","2.3 / 360","-- / --","5.9 / 360","-- / --","1.4 / 10","4.2 / 50","-- / --","1.8 / 30","-- / --","-- / --"
"平均","3.5","3.6","2.7","2.7","2.7","2.2","3.0","3.0","2.6","3.1","3.0","2.8"
